Season,Team,Lg,Salary
2010-11,Indiana Pacers,NBA,"$750,000"
2011-12,Indiana Pacers,NBA,"$810,000"
2012-13,Indiana Pacers,NBA,"$870,000"
2013-14,Indiana Pacers,NBA,"$1,005,000"
2014-15,Charlotte Hornets,NBA,"$9,000,000"
2015-16,Memphis Grizzlies,NBA,"$9,000,000"
