Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,21,GSW,NBA,PG,33,241,.387,18.7,.559,.151,.043,.022,.344,.441,.385,.500,.250,.000,.375,.390,.550,.011,1,.875,.341,.500,1,0
2008-09,22,GSW,NBA,SG,42,882,.442,17.6,.587,.170,.076,.060,.281,.413,.473,.630,.458,.474,.382,.397,.432,.003,1,.865,.275,.528,2,0
2009-10,23,TOR,NBA,SG,66,1121,.406,17.2,.583,.227,.079,.029,.248,.417,.425,.558,.333,.273,.351,.380,.660,.018,7,.717,.342,.426,8,0
2010-11,24,NOH,NBA,SG,80,1957,.437,18.3,.531,.132,.068,.072,.259,.469,.458,.604,.298,.400,.441,.414,.756,.010,7,.955,.346,.411,2,2
2011-12,25,NOH,NBA,SG,66,1966,.417,18.0,.586,.147,.073,.073,.293,.414,.445,.624,.360,.320,.408,.377,.760,.012,8,.850,.296,.405,1,0
2012-13,26,CHI,NBA,SG,73,1882,.395,15.7,.638,.248,.084,.067,.239,.362,.416,.536,.275,.415,.342,.357,.593,.011,7,.848,.213,.277,4,0
2013-14,27,SAS,NBA,SF,80,2016,.485,17.0,.578,.178,.094,.081,.226,.422,.525,.734,.354,.482,.446,.430,.739,.006,3,.897,.287,.452,3,0
2014-15,28,SAS,NBA,SG,62,1388,.423,18.5,.511,.130,.079,.077,.226,.489,.471,.607,.270,.472,.462,.374,.637,.004,2,.919,.235,.444,1,0
2015-16,29,SAC,NBA,SG,68,1672,.386,19.7,.532,.068,.052,.066,.346,.468,.456,.767,.303,.405,.427,.306,.805,.008,5,.912,.152,.400,5,0
2016-17,30,CHO,NBA,SG,45,1111,.441,18.8,.538,.131,.058,.052,.291,.462,.488,.660,.409,.400,.432,.386,.670,.000,0,.853,.159,.429,1,0
