Player,Sim,1,2,3,4,5,6,7,8
Shavlik Randolph,,1.1,0.7,0.4,0.1,0.0,0.0,0.0,0.0
Ronald Dupree,83.4,1.0,0.5,0.3,0.1,0.0,0.0,,
Mark Hendrickson,81.2,0.9,0.8,0.3,0.1,,,,
Patrick McFarland,79.5,1.3,0.7,0.4,,,,,
Maceo Baston,78.8,1.1,0.5,0.4,0.3,,,,
Ben McDonald,77.8,1.3,0.7,0.3,0.2,,,,
Bo Ellis,76.8,1.1,0.9,0.5,,,,,
Tremaine Fowlkes,76.6,1.2,0.5,0.4,0.0,,,,
Josh Powell,75.8,1.1,0.7,0.6,0.3,0.0,0.0,-0.2,
Cal Bowdler,75.7,1.0,0.5,0.2,,,,,
Jerome Lane,75.3,1.2,0.6,0.5,0.1,-0.2,,,
