Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,22,PHI,NBA,PF,57,487,,,,59%,40%,+3.6,+6.3,1,11,9,40,,3,,44,33,3,12
2006-07,23,PHI,NBA,PF,13,179,,,,56%,44%,+2.9,+6.4,2,2,5,18,,1,,9,12,2,9
2007-08,24,PHI,NBA,PF,9,27,,,,67%,33%,+20.7,+20.7,1,0,1,2,,0,,7,0,0,2
2008-09,25,POR,NBA,PF,10,37,,,,100%,,-45.6,-52.4,0,5,1,3,,0,,0,2,0,1
2009-10,26,TOT,NBA,PF,6,53,,,,92%,8%,+12.7,+9.4,0,2,1,0,,0,,2,0,0,5
2009-10,26,MIA,NBA,PF,3,47,,,,96%,4%,+11.0,+8.2,0,1,1,6,,0,,0,0,0,5
2009-10,26,POR,NBA,PF,3,6,,,,57%,43%,+23.1,+19.2,0,1,0,0,,0,,2,1,0,0
2012-13,29,BOS,NBA,PF,16,198,,,,1%,99%,+1.3,+1.9,3,3,4,18,,2,0,10,13,3,7
2013-14,30,PHO,NBA,PF,14,95,,,,91%,9%,+23.1,+21.0,1,1,3,5,4,2,0,2,6,1,3
2014-15,31,TOT,NBA,PF,21,126,,,,37%,63%,-12.2,-12.3,0,1,1,0,0,0,0,12,0,1,2
2014-15,31,PHO,NBA,PF,16,101,,,,46%,54%,-9.7,-8.8,0,1,0,4,1,0,0,9,5,1,1
2014-15,31,BOS,NBA,PF,5,25,,,,,100%,-12.2,-12.3,0,0,1,1,0,1,0,3,1,0,1
