Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,146,1202,12.6,.482,.021,.519,14.8,20.5,17.7,4.6,1.9,2.4,14.3,15.7,,0.6,1.6,2.2,.089,,-3.2,-0.1,-3.3,-0.4
3 seasons,,PHI,NBA,,79,693,13.4,.493,.000,.585,14.1,19.6,16.8,5.8,2.0,2.8,13.8,15.3,,0.5,0.9,1.4,.099,,-2.5,0.5,-2.0,0.0
2 seasons,,PHO,NBA,,30,196,6.9,.383,.103,.538,10.7,18.2,14.4,2.8,1.8,1.2,12.7,12.4,,-0.1,0.2,0.1,.025,,-5.1,-0.3,-5.4,-0.2
2 seasons,,BOS,NBA,,21,223,15.4,.523,.017,.500,17.2,25.6,21.5,3.6,2.1,2.8,13.5,17.2,,0.2,0.4,0.7,.143,,-2.6,0.4,-2.2,0.0
2 seasons,,POR,NBA,,13,43,19.0,.590,.063,.375,28.4,26.4,27.4,4.0,0.0,1.8,27.3,28.1,,0.0,0.0,0.0,.036,,-4.0,-7.7,-11.7,-0.1
1 season,,MIA,NBA,,3,47,4.9,.333,.000,.000,17.6,14.9,16.3,0.0,1.1,1.7,11.8,17.0,,-0.1,0.1,0.0,-0.015,,-7.8,-3.8,-11.7,-0.1
