Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,21,TOT,NBA,SF,72,31,29.0,4.8,12.2,.394,1.0,3.4,.284,3.8,8.8,.436,.433,2.0,3.1,.662,1.9,3.7,5.6,1.5,0.6,1.2,1.6,2.2,12.6
1994-95,21,MIN,NBA,SF,40,8,25.9,4.0,10.6,.374,0.8,2.7,.302,3.2,7.9,.397,.411,2.1,3.1,.680,1.6,3.3,4.9,1.4,0.6,1.3,1.5,1.6,10.8
1994-95,21,GSW,NBA,SF,32,23,32.8,5.8,14.2,.413,1.2,4.3,.270,4.7,9.9,.475,.454,2.0,3.1,.640,2.3,4.3,6.5,1.5,0.6,1.2,1.8,2.9,14.8
1995-96,22,GSW,NBA,SF,62,6,15.1,2.0,5.1,.398,0.5,1.5,.298,1.6,3.5,.441,.443,1.0,1.3,.771,1.0,2.4,3.4,0.8,0.4,0.5,0.8,1.3,5.5
1996-97,23,GSW,NBA,SF,61,20,16.8,2.9,6.9,.413,0.6,1.8,.315,2.3,5.1,.448,.455,1.0,1.6,.622,1.5,3.0,4.5,0.9,0.4,0.8,0.9,1.6,7.3
1997-98,24,GSW,NBA,SF,73,73,35.8,6.2,14.9,.414,0.9,2.8,.313,5.3,12.2,.436,.443,2.2,3.0,.731,2.9,5.7,8.6,2.2,1.3,1.0,2.0,3.1,15.4
1998-99,25,GSW,NBA,SF,48,20,26.0,4.3,10.3,.421,0.5,1.5,.361,3.8,8.8,.431,.447,1.8,2.5,.727,2.4,4.7,7.1,1.4,1.0,0.8,1.7,2.6,11.0
1999-00,26,GSW,NBA,PF,64,51,32.4,5.2,13.1,.394,0.8,2.2,.355,4.4,11.0,.402,.423,3.1,4.0,.780,3.0,7.0,10.0,2.6,1.1,1.1,1.9,2.8,14.2
2000-01,27,UTA,NBA,SF,81,49,28.7,5.3,10.5,.503,0.5,1.6,.320,4.8,8.9,.535,.527,2.5,3.4,.751,2.1,4.9,7.0,1.6,1.0,1.0,1.6,2.4,13.6
2001-02,28,UTA,NBA,SF,58,42,30.2,5.9,11.4,.519,0.2,0.7,.310,5.7,10.7,.533,.529,2.8,3.9,.708,2.7,4.9,7.6,1.7,0.9,1.2,2.1,2.6,14.8
2002-03,29,CHI,NBA,PF,78,53,30.5,5.4,11.8,.459,0.4,1.1,.379,5.0,10.7,.467,.477,2.1,2.8,.756,3.0,6.0,9.0,1.8,1.2,1.1,1.7,3.0,13.4
2003-04,30,TOT,NBA,PF,82,74,36.4,5.7,12.4,.461,1.6,4.0,.403,4.1,8.5,.488,.525,1.6,2.2,.736,2.6,7.3,9.9,1.5,1.1,1.5,1.4,3.0,14.7
2003-04,30,CHI,NBA,PF,16,8,25.5,3.6,8.5,.419,0.7,1.7,.407,2.9,6.8,.422,.460,0.9,1.3,.700,1.8,4.4,6.2,1.8,0.8,1.3,1.4,2.9,8.7
2003-04,30,TOR,NBA,PF,66,66,39.1,6.3,13.4,.467,1.8,4.5,.403,4.4,8.9,.500,.535,1.8,2.5,.741,2.8,8.0,10.7,1.4,1.2,1.6,1.4,3.0,16.2
2004-05,31,TOR,NBA,PF,65,2,25.3,4.0,9.1,.443,2.3,5.6,.416,1.7,3.5,.485,.570,1.1,1.4,.791,1.5,5.1,6.6,1.2,0.9,0.7,0.6,2.1,11.5
2005-06,32,CLE,NBA,PF,81,0,25.6,3.3,8.3,.395,1.6,4.9,.324,1.7,3.4,.496,.490,1.1,1.5,.748,1.3,4.8,6.1,0.7,0.7,0.5,1.1,2.0,9.3
2006-07,33,CLE,NBA,PF,81,0,16.8,2.6,6.1,.424,1.2,3.3,.351,1.4,2.7,.514,.520,0.7,1.0,.663,1.1,2.9,4.0,0.6,0.5,0.5,0.8,1.6,7.0
2007-08,34,TOT,NBA,PF,26,1,13.1,1.2,3.8,.327,0.6,2.0,.283,0.7,1.7,.378,.403,0.7,0.8,.864,0.9,2.0,2.9,0.4,0.2,0.6,0.6,1.2,3.8
2007-08,34,CLE,NBA,PF,11,1,14.2,1.2,4.0,.295,0.7,2.1,.348,0.5,1.9,.238,.386,0.6,0.8,.778,0.8,1.9,2.7,0.5,0.2,0.8,0.5,1.5,3.7
2007-08,34,SEA,NBA,PF,15,0,12.3,1.3,3.6,.352,0.5,2.0,.233,0.8,1.6,.500,.417,0.8,0.9,.923,1.0,2.1,3.1,0.3,0.3,0.5,0.6,1.0,3.8
2008-09,35,PHI,NBA,PF,25,0,7.6,1.3,2.9,.452,1.0,2.2,.455,0.3,0.7,.444,.623,0.1,0.2,.500,0.2,1.4,1.6,0.6,0.2,0.2,0.2,1.0,3.8
