Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2000-01,27,UTA,NBA,SF,5,5,160,7.6,18.8,.407,0.3,2.8,.125,7.3,16.0,.457,2.4,3.1,.778,4.5,8.7,13.2,2.8,0.7,1.7,3.1,6.6,18.1,,93,108
2001-02,28,UTA,NBA,SF,4,0,124,9.1,21.7,.420,1.3,2.6,.500,7.8,19.1,.409,5.2,6.9,.750,6.1,7.4,13.5,4.8,1.3,2.6,2.2,2.2,24.7,,111,100
2005-06,32,CLE,NBA,PF,13,0,345,7.3,16.9,.433,2.9,7.5,.391,4.4,9.4,.466,2.4,2.8,.882,3.9,7.9,11.8,1.3,1.1,1.5,2.1,3.9,20.0,,113,107
2006-07,33,CLE,NBA,PF,19,0,204,6.3,18.9,.333,3.8,12.3,.311,2.5,6.6,.375,1.9,3.0,.636,3.3,8.0,11.3,1.4,0.8,1.1,1.4,8.2,18.4,,100,101
2008-09,35,PHI,NBA,PF,6,0,50,6.5,17.4,.375,4.4,12.0,.364,2.2,5.5,.400,0.0,0.0,,0.0,7.6,7.6,0.0,1.1,1.1,2.2,9.8,17.4,,88,109
