Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,20,NYK,NBA,SF,35,685,,11%,53%,30%,6%,-6.3,+1.3,7,4,16,50,,7,,75,28,6,8
2008-09,21,NYK,NBA,SF,82,2735,,19%,59%,22%,,-4.0,-4.0,56,30,53,164,,19,,416,104,30,43
2009-10,22,NYK,NBA,SG,65,2320,,55%,41%,3%,,-2.6,+3.0,28,29,51,106,,28,,334,79,21,42
2010-11,23,TOT,NBA,SF,72,2401,,11%,74%,14%,,+4.0,+1.3,33,33,38,0,,0,,289,0,20,37
2010-11,23,NYK,NBA,SF,51,1759,,7%,75%,17%,,+2.7,+2.9,22,22,23,100,,11,,214,52,13,26
2010-11,23,DEN,NBA,SF,21,642,,23%,71%,6%,,+7.5,+2.9,11,11,15,28,,5,,75,21,7,11
2011-12,24,DEN,NBA,SF,8,215,,,87%,13%,,-4.7,-8.6,8,3,7,9,,4,,41,6,2,4
2012-13,25,DEN,NBA,PF,43,1079,,,27%,70%,3%,+8.9,+5.0,9,19,32,58,,16,1,143,45,13,33
2013-14,26,DEN,NBA,SF,62,1927,,6%,83%,11%,,-4.8,-5.1,31,16,32,97,5,17,10,266,63,13,32
2014-15,27,DEN,NBA,SF,78,2471,,5%,85%,10%,,-4.6,-1.9,43,26,41,100,4,18,16,322,67,19,48
2016-17,29,DEN,NBA,SF,44,1330,,1%,81%,18%,,-2.9,-3.0,6,37,27,59,1,9,1,232,49,22,24
