Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,25,SAC,NBA,PG,77,2290,95%,5%,,,,+5.2,-2.4,104,36,20,39,,10,,907,22,6,20
2001-02,26,MEM,NBA,PG,65,2236,90%,10%,,,,-7.6,+1.4,144,51,19,29,,6,,1089,23,4,14
2002-03,27,MEM,NBA,PG,76,2407,100%,,,,,-3.4,+0.2,117,34,17,54,,7,,1392,29,5,14
2003-04,28,MEM,NBA,PG,72,2115,100%,,,,,-0.1,-6.3,100,24,12,34,,5,,1057,24,5,14
2004-05,29,MEM,NBA,PG,71,1952,100%,,,,,+1.8,-2.1,90,21,19,31,,8,,887,29,9,19
2005-06,30,MIA,NBA,PG,59,1874,100%,,,,,+6.0,+3.4,68,18,14,39,,8,,630,33,11,26
2006-07,31,MIA,NBA,PG,61,1865,100%,,,,,+0.6,+2.5,72,14,14,25,,4,,710,29,4,17
2007-08,32,MIA,NBA,PG,67,1886,100%,,,,,-11.5,-4.0,63,17,11,41,,2,,659,32,7,13
2009-10,34,ORL,NBA,PG,82,1703,100%,,,,,+7.5,-1.4,60,17,10,27,,4,,719,11,2,8
2010-11,35,TOT,NBA,PG,27,295,89%,11%,,,,+5.6,+1.3,13,1,4,0,,0,,113,0,0,0
2010-11,35,ORL,NBA,PG,16,171,85%,15%,,,,+10.5,+4.6,6,1,4,1,,1,,54,0,0,0
2010-11,35,MEM,NBA,PG,11,124,95%,5%,,,,-1.4,-3.9,7,0,0,1,,0,,59,0,0,0
