Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,25,LAL,NBA,SG,1,0,17:00,3,4,.750,0,1,.000,4,7,.571,1,1,1,1,2,3,1,10
1997-98,26,LAL,NBA,SG,1,0,25:00,7,19,.368,0,7,.000,1,2,.500,7,11,1,2,0,0,1,15
1999-00,28,CHH,NBA,SG,1,1,21:00,4,7,.571,2,3,.667,0,0,,1,4,3,1,0,1,1,10
