Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,29,MIA,NBA,SG,63,2282,,92%,8%,,,+3.0,+1.2,61,35,39,67,,19,,382,89,17,45
2001-02,30,MIA,NBA,SG,81,3156,,56%,44%,,,+0.9,+13.1,80,40,28,111,,14,,551,118,24,36
2002-03,31,MIA,NBA,SG,47,1789,,84%,16%,,,-2.8,+5.3,40,28,17,54,,7,,376,72,13,31
2003-04,32,MIA,NBA,SG,81,2998,1%,86%,12%,,,+1.3,+2.9,57,41,31,96,,20,,550,105,26,48
2004-05,33,MIA,NBA,SF,80,2839,,35%,64%,,,+9.0,+5.7,56,25,18,107,,8,,465,76,24,27
2005-06,34,MEM,NBA,SG,75,2437,,95%,5%,,,+7.3,+7.2,48,20,25,73,,18,,395,79,11,39
2006-07,35,TOT,NBA,SG,64,1594,1%,90%,9%,,,-1.5,+2.2,27,9,11,0,,0,,242,0,7,17
2006-07,35,MEM,NBA,SG,29,561,4%,94%,2%,,,-13.8,-9.6,14,4,5,23,,3,,74,15,5,9
2006-07,35,MIA,NBA,SG,35,1033,,87%,13%,,,+5.6,+8.5,13,5,6,30,,1,,168,11,2,8
2007-08,36,DAL,NBA,SG,47,922,1%,80%,19%,,,+7.5,+3.1,20,3,6,19,,3,,157,4,2,7
