Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,23,LAL,NBA,SG,10,0,28.6,3.0,8.0,.375,1.2,2.7,.444,1.8,5.3,.340,.450,1.5,2.1,.714,0.7,2.5,3.2,2.0,0.8,0.9,1.7,2.7,8.7
1995-96,24,LAL,NBA,SG,4,4,38.8,6.8,12.3,.551,2.5,4.8,.526,4.3,7.5,.567,.653,1.3,2.0,.625,1.8,3.5,5.3,1.5,2.0,0.3,1.0,4.0,17.3
1996-97,25,LAL,NBA,SG,9,9,31.4,3.7,8.0,.458,1.0,2.7,.375,2.7,5.3,.500,.521,2.9,3.9,.743,0.9,2.6,3.4,3.2,1.0,0.4,1.4,2.7,11.2
1997-98,26,LAL,NBA,SG,13,13,36.6,5.3,11.4,.466,1.5,3.7,.417,3.8,7.7,.490,.534,4.8,5.8,.829,0.9,3.0,3.9,2.5,2.0,1.6,1.3,2.8,17.0
1999-00,28,CHH,NBA,SG,4,4,42.8,5.5,14.5,.379,2.3,6.5,.346,3.3,8.0,.406,.457,3.8,4.0,.938,1.0,4.0,5.0,4.8,2.5,0.8,1.3,3.0,17.0
2000-01,29,MIA,NBA,SG,3,3,36.0,7.3,14.7,.500,2.3,5.3,.438,5.0,9.3,.536,.580,2.0,2.3,.857,0.7,5.3,6.0,2.3,1.0,0.3,2.3,3.0,19.0
2003-04,32,MIA,NBA,SG,13,13,36.8,4.3,11.8,.366,1.5,5.2,.299,2.8,6.6,.419,.431,3.1,3.8,.800,0.2,3.4,3.6,2.2,1.4,0.8,1.5,2.8,13.2
2004-05,33,MIA,NBA,SF,15,15,40.1,4.7,10.4,.455,2.1,5.3,.400,2.6,5.1,.513,.558,2.1,2.8,.738,0.7,5.1,5.8,2.6,1.2,0.6,1.5,3.8,13.7
2005-06,34,MEM,NBA,SG,4,3,29.8,3.5,7.3,.483,0.8,1.8,.429,2.8,5.5,.500,.534,2.5,3.8,.667,0.8,2.0,2.8,2.5,0.8,0.3,0.3,2.5,10.3
2006-07,35,MIA,NBA,SG,3,2,22.0,0.7,3.0,.222,0.3,2.0,.167,0.3,1.0,.333,.278,1.7,2.0,.833,0.3,1.7,2.0,1.7,0.3,0.3,0.3,2.3,3.3
2007-08,36,DAL,NBA,SG,3,0,7.3,0.7,2.0,.333,0.3,1.3,.250,0.3,0.7,.500,.417,0.3,0.3,1.000,0.0,1.0,1.0,0.3,0.3,0.0,0.3,1.0,2.0
