Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1994-95,23,LAL,NBA,SG,64,1981,16.3,.548,.331,.227,4.4,9.5,7.0,9.9,3.3,1.4,8.4,19.4,,2.9,2.1,5.0,.122,,1.8,0.5,2.3,2.1
1995-96,24,LAL,NBA,SG,70,2184,17.0,.583,.331,.269,2.4,9.8,6.2,17.0,3.1,1.4,11.4,17.8,,4.1,2.7,6.8,.150,,2.5,1.1,3.6,3.1
1996-97,25,LAL,NBA,SG,80,2998,17.3,.559,.360,.312,3.5,8.9,6.2,15.0,3.3,1.2,12.1,20.9,,5.3,4.3,9.6,.154,,2.7,1.3,4.0,4.5
1997-98,26,LAL,NBA,SG,80,2910,18.0,.592,.366,.304,3.4,8.2,5.9,13.5,2.8,1.3,11.4,19.5,,6.8,3.2,10.1,.166,,3.8,0.5,4.3,4.6
1998-99,27,TOT,NBA,SF-SG,50,1881,18.5,.546,.239,.455,3.2,8.7,6.1,17.3,3.5,2.2,11.5,20.0,,3.8,2.2,6.0,.153,,2.8,1.7,4.4,3.0
1998-99,27,LAL,NBA,SG,20,724,16.4,.517,.282,.352,3.3,8.8,6.1,13.3,2.5,2.4,7.4,17.6,,1.5,0.6,2.0,.134,,2.2,0.8,3.0,0.9
1998-99,27,CHH,NBA,SF,30,1157,19.8,.563,.212,.519,3.2,8.6,6.0,19.8,4.2,2.1,13.7,21.5,,2.4,1.6,4.0,.165,,3.1,2.2,5.3,2.1
1999-00,28,CHH,NBA,SG,72,2807,19.9,.555,.305,.374,3.3,10.3,6.9,19.0,3.5,1.2,10.9,23.4,,5.7,4.4,10.1,.172,,3.9,1.4,5.3,5.2
2000-01,29,MIA,NBA,SG,63,2282,18.8,.553,.273,.310,3.9,11.3,7.6,14.8,2.7,2.0,12.0,23.9,,3.9,4.0,7.9,.166,,2.4,1.9,4.3,3.6
2001-02,30,MIA,NBA,SG,81,3156,17.5,.546,.319,.296,2.3,11.6,7.0,15.4,2.0,1.9,9.9,22.7,,5.6,5.0,10.5,.160,,2.8,1.4,4.2,4.9
2002-03,31,MIA,NBA,SG,47,1789,18.9,.551,.350,.334,2.2,12.7,7.3,18.8,2.0,1.4,9.7,23.0,,3.9,2.1,6.0,.162,,3.8,0.9,4.7,3.0
2003-04,32,MIA,NBA,SG,81,2998,16.7,.538,.414,.288,1.5,10.6,6.0,16.1,1.7,0.9,9.0,22.5,,6.2,3.0,9.1,.146,,3.0,-0.7,2.3,3.3
2004-05,33,MIA,NBA,SF,80,2839,13.6,.556,.466,.263,1.6,14.5,8.3,11.5,1.6,1.0,9.8,16.6,,4.2,3.8,8.0,.135,,1.5,0.9,2.4,3.1
2005-06,34,MEM,NBA,SG,75,2437,14.7,.542,.518,.298,1.8,12.0,6.9,12.7,3.0,0.9,10.2,18.1,,3.0,4.2,7.2,.141,,1.5,1.5,3.0,3.1
2006-07,35,TOT,NBA,SG,64,1594,12.3,.542,.526,.178,2.3,11.6,7.1,10.9,2.2,0.5,9.4,14.7,,1.7,1.4,3.1,.094,,0.7,0.0,0.7,1.1
2006-07,35,MEM,NBA,SG,29,561,8.6,.485,.490,.225,3.0,10.0,6.5,9.1,2.0,0.3,12.2,15.2,,0.0,0.1,0.2,.013,,-1.1,-1.5,-2.5,-0.1
2006-07,35,MIA,NBA,SG,35,1033,14.3,.574,.546,.151,2.0,12.5,7.4,11.9,2.4,0.6,7.7,14.4,,1.7,1.3,3.0,.138,,1.6,0.8,2.4,1.1
2007-08,36,DAL,NBA,SG,47,922,7.6,.473,.644,.078,2.3,13.8,8.3,10.8,1.5,0.6,13.5,10.9,,0.1,1.0,1.1,.058,,-1.3,1.1,-0.3,0.4
