Player,Sim,1,2,3,4,5
Sergio Rodriguez,,1.7,1.2,0.9,-0.2,
Corky Devlin,89.4,1.8,1.2,0.8,,
Dirk Minniefield,84.0,1.9,1.1,1.1,,
Steven Kramer,83.5,1.9,1.2,1.1,,
Courtney Alexander,78.6,2.2,1.1,0.8,,
Kirk Snyder,77.3,2.2,1.4,1.1,-0.2,
Mo Layton,77.2,1.9,1.1,1.0,0.3,0.1
Michael Carter-Williams,76.8,1.3,1.2,0.8,,
Chris Smith,76.6,1.2,1.1,0.9,,
Rashad McCants,76.0,1.7,1.6,0.6,-0.3,
Richie Frahm,75.0,1.5,1.0,0.5,-0.2,
