Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,22,DAL,NBA,PF,10,399,,,,59%,41%,-4.4,-0.7,6,6,2,12,,2,0,34,43,10,9
2001-02,23,DAL,NBA,C,8,357,,,,17%,83%,-1.7,-20.2,12,6,4,16,,1,0,42,31,8,9
2002-03,24,DAL,NBA,PF,17,722,,,,51%,49%,-0.3,1.6,25,10,5,33,,3,0,88,48,12,16
2003-04,25,DAL,NBA,C,5,212,,,,,100%,0.4,-2.7,3,3,0,11,,0,0,15,14,1,2
2004-05,26,DAL,NBA,PF,13,551,,,,51%,49%,-2.7,-5.2,15,11,7,25,,4,0,96,47,12,20
2005-06,27,DAL,NBA,PF,23,983,,,,77%,23%,5.2,6.9,29,10,10,42,,6,0,151,81,17,16
2006-07,28,DAL,NBA,PF,6,239,,,,58%,42%,-6.8,4.6,4,6,4,10,,3,0,34,17,2,2
2007-08,29,DAL,NBA,PF,5,211,,,,74%,26%,-8.8,13.1,3,5,2,3,,2,0,46,18,3,4
2008-09,30,DAL,NBA,PF,10,394,,,,87%,13%,1.7,15.9,10,8,5,12,,5,0,80,34,7,11
2009-10,31,DAL,NBA,PF,6,233,,,,92%,8%,-3.8,-16.1,6,1,3,6,,2,0,44,15,6,2
2010-11,32,DAL,NBA,PF,21,826,,,,97%,3%,10.2,16.8,27,23,15,27,0,10,0,134,61,10,29
2011-12,33,DAL,NBA,PF,4,154,,,,60%,40%,-8.1,-9.7,3,4,3,4,1,3,0,19,14,6,8
2013-14,35,DAL,NBA,PF,7,263,,,,69%,31%,-7.7,-22.9,5,6,4,11,0,4,2,23,12,1,0
2014-15,36,DAL,NBA,PF,5,181,,,,71%,29%,-6.3,-8.5,8,1,1,12,0,1,0,27,5,1,0
2015-16,37,DAL,NBA,PF,5,170,,,,80%,20%,-16.7,-12.0,0,6,1,5,0,1,0,18,6,2,3
