Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,13,2,222,46,106,.434,7,31,.226,14,16,.875,15,52,16,10,5,13,8,113
