2-Pt Field Goal Attempts
2004-05 NBA 1217 (10th)
2005-06 NBA 1293 (8th)
2006-07 NBA 1168 (8th)
2008-09 NBA 1446 (2nd)
2009-10 NBA 1375 (1st)
Active 17651 (1st)
Career NBA 17651 (21st)
Career 17651 (25th)
