Usage Pct
2007-08 NBA 28.8 (6th)
2008-09 NBA 30.3 (6th)
2009-10 NBA 28.8 (7th)
2011-12 NBA 29.2 (10th)
Career NBA 26.8 (32nd)
Career 26.8 (38th)
