Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,518,6134,,,,5%,95%,-5.8,-2.6,75,98,211,384,6,84,3,326,284,64,170
2 seasons,,LAC,NBA,,121,1145,,,,7%,93%,+4.5,-3.0,16,15,42,95,3,24,1,43,67,17,27
3 seasons,,CHA,NBA,,105,901,,,,4%,96%,-4.2,-0.1,15,12,24,86,0,9,0,40,70,11,25
2 seasons,,CLE,NBA,,94,1544,,,,,100%,-4.8,+5.8,15,22,54,119,0,27,0,71,92,16,44
1 season,,MIN,NBA,,73,1223,,,,8%,92%,-16.5,-9.3,18,24,53,86,0,30,0,107,70,10,33
1 season,,SAC,NBA,,46,441,,,,4%,96%,-5.1,-1.5,5,9,11,34,3,8,2,29,21,1,9
1 season,,MEM,NBA,,32,412,,,,1%,99%,-16.3,-15.6,2,9,10,32,5,9,0,22,17,3,12
1 season,,DAL,NBA,,27,260,,,,16%,84%,-1.9,-4.7,3,4,7,25,0,4,0,7,14,3,16
1 season,,BOS,NBA,,15,160,,,,2%,98%,+4.5,+1.7,1,2,8,10,0,6,0,7,8,3,3
1 season,,WAS,NBA,,5,48,,,,,100%,-19.5,-19.3,0,1,0,1,0,0,0,0,0,0,1
