Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,518,76,6134,4.0,6.9,.584,0.0,0.0,.000,4.0,6.9,.584,3.2,4.9,.649,2.7,4.0,6.7,0.9,0.6,1.6,2.3,6.1,11.2
2 seasons,,LAC,NBA,,121,0,1145,3.9,5.8,.661,0.0,0.0,,3.9,5.8,.661,3.2,4.5,.701,2.5,4.7,7.2,0.6,0.5,2.0,2.3,6.9,10.9
3 seasons,,CHA,NBA,,105,2,901,3.4,6.6,.515,0.0,0.0,,3.4,6.6,.515,4.2,6.4,.652,3.3,3.6,7.0,0.8,0.7,2.2,2.0,6.8,11.0
2 seasons,,CLE,NBA,,94,23,1544,3.7,6.4,.578,0.0,0.0,,3.7,6.4,.578,3.4,5.1,.661,2.2,3.4,5.6,0.7,0.6,1.3,2.1,5.9,10.8
1 season,,MIN,NBA,,73,27,1223,5.0,8.9,.558,0.0,0.0,.000,5.0,8.9,.560,3.2,4.7,.690,2.3,3.8,6.1,1.5,0.6,1.1,2.8,5.9,13.2
1 season,,SAC,NBA,,46,9,441,4.3,6.7,.646,0.0,0.0,,4.3,6.7,.646,2.5,4.4,.574,2.9,5.5,8.4,1.1,0.5,1.6,2.0,5.3,11.2
1 season,,MEM,NBA,,32,9,412,3.9,6.3,.625,0.0,0.0,,3.9,6.3,.625,2.3,3.7,.619,3.5,4.1,7.6,0.9,0.5,1.7,1.8,5.1,10.1
1 season,,DAL,NBA,,27,2,260,4.3,8.2,.525,0.0,0.0,,4.3,8.2,.525,2.4,4.6,.515,3.7,4.7,8.4,0.4,0.6,2.1,1.9,6.1,10.9
1 season,,BOS,NBA,,15,1,160,4.1,6.3,.643,0.0,0.0,,4.1,6.3,.643,1.4,4.5,.300,2.0,3.8,5.9,0.7,0.2,1.1,2.5,5.2,9.5
1 season,,WAS,NBA,,5,3,48,3.0,5.2,.571,0.0,0.0,,3.0,5.2,.571,0.0,0.0,,5.2,3.0,8.2,0.0,0.0,0.7,2.3,3.0,6.0
