Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,22,CHA,NBA,C,27,185,,,,5%,95%,-25.3,-22.5,2,5,9,19,,3,,2,15,4,4
2007-08,23,CHA,NBA,PF,60,532,,,,5%,95%,-2.7,+2.6,9,6,10,53,,4,,30,39,6,14
2008-09,24,TOT,NBA,C,45,444,,,,9%,91%,+4.1,+3.8,7,5,12,0,,0,,15,0,4,23
2008-09,24,CHA,NBA,C,18,184,,,,,100%,+12.8,+14.9,4,1,5,14,,2,,8,16,1,7
2008-09,24,DAL,NBA,C,27,260,,,,16%,84%,-1.9,-4.7,3,4,7,25,,4,,7,14,3,16
2009-10,25,MIN,NBA,C,73,1223,,,,8%,92%,-16.5,-9.3,18,24,53,86,,30,,107,70,10,33
2010-11,26,CLE,NBA,C,70,1182,,,,,100%,-5.2,+6.1,12,18,37,97,,15,,58,72,14,31
2011-12,27,TOT,NBA,C,39,522,,,,1%,99%,-0.9,+1.5,4,6,25,0,,0,,20,0,5,16
2011-12,27,CLE,NBA,C,24,362,,,,,100%,-3.4,+4.6,3,4,17,22,,12,,13,20,2,13
2011-12,27,BOS,NBA,C,15,160,,,,2%,98%,+4.5,+1.7,1,2,8,10,,6,,7,8,3,3
2012-13,28,LAC,NBA,C,60,663,,,,,100%,+3.8,-3.9,10,11,23,54,,13,0,25,42,11,19
2013-14,29,LAC,NBA,PF,61,482,,,,16%,84%,+5.4,-1.9,6,4,19,41,3,11,1,18,25,6,8
2014-15,30,SAC,NBA,C,46,441,,,,4%,96%,-5.1,-1.5,5,9,11,34,3,8,2,29,21,1,9
2015-16,31,TOT,NBA,C,37,460,,,,1%,99%,-16.3,-15.6,2,10,12,0,0,0,0,22,0,3,13
2015-16,31,WAS,NBA,C,5,48,,,,,100%,-19.5,-19.3,0,1,0,1,0,0,0,0,0,0,1
2015-16,31,MEM,NBA,C,32,412,,,,1%,99%,-16.3,-15.6,2,9,10,32,5,9,0,22,17,3,12
