Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,518,6134,.584,4.8,.999,.586,.212,.116,.085,.001,.584,.720,.392,.382,.400,.000,.713,.318,338,,.000,,0,0
2 seasons,,LAC,NBA,,121,1145,.661,4.2,1.000,.581,.306,.081,.032,.000,.661,.787,.526,.333,.500,,.740,.403,70,,,,0,0
3 seasons,,CHA,NBA,,105,901,.515,3.9,1.000,.630,.206,.097,.067,.000,.515,.663,.265,.188,.364,,.659,.303,41,,,,0,0
2 seasons,,CLE,NBA,,94,1544,.578,4.3,1.000,.640,.200,.102,.058,.000,.578,.705,.273,.393,.563,,.792,.338,82,,,,0,0
1 season,,MIN,NBA,,73,1223,.558,6.9,.997,.465,.172,.182,.178,.003,.560,.716,.423,.473,.370,.000,.639,.208,60,,.000,,0,0
1 season,,SAC,NBA,,46,441,.646,4.9,1.000,.573,.244,.061,.122,.000,.646,.809,.450,.400,.400,,.642,.293,23,,,,0,0
1 season,,MEM,NBA,,32,412,.625,2.4,1.000,.653,.306,.028,.014,.000,.625,.702,.455,1.000,.000,,.711,.375,23,,,,0,0
1 season,,DAL,NBA,,27,260,.525,3.4,1.000,.712,.085,.186,.017,.000,.525,.667,.400,.091,.000,,.839,.458,24,,,,0,0
1 season,,BOS,NBA,,15,160,.643,2.9,1.000,.786,.107,.107,.000,.000,.643,.773,.000,.333,,,.778,.500,14,,,,0,0
1 season,,WAS,NBA,,5,48,.571,6.3,1.000,.429,.286,.143,.143,.000,.571,.667,.500,1.000,.000,,.750,.143,1,,,,0,0
