Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,25,GSW,NBA,PF,1,0,12:08,2,6,.333,0,1,.000,0,0,,1,5,0,2,0,1,1,4
2016-17,26,GSW,,PF,,0,,,,,,,,,,,,,,,,,,
