Season,Team,Lg,Salary
2012-13,Golden State Warriors,NBA,"$850,000"
2013-14,Golden State Warriors,NBA,"$875,500"
2014-15,Golden State Warriors,NBA,"$915,243"
2015-16,Golden State Warriors,NBA,"$14,300,000"
