Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,40,650,,,,7%,93%,-5.1,-3.5,4,7,16,47,0,9,0,44,28,7,10
2 seasons,,DET,NBA,,16,87,,,,12%,88%,-7.9,-12.0,2,0,3,14,0,1,0,4,4,2,3
1 season,,IND,NBA,,13,311,,,,9%,91%,-3.2,-0.2,1,2,6,17,0,4,0,11,11,3,5
3 seasons,,POR,NBA,,11,252,,,,2%,98%,-6.5,-4.6,1,5,7,16,0,4,0,29,13,2,2
