Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991-92,22,IND,NBA,PF,64,23,20.3,2.4,4.4,.552,0.0,0.0,.000,2.4,4.3,.554,.552,1.4,2.4,.572,2.5,3.9,6.4,0.5,0.4,1.2,0.8,3.0,6.2
1992-93,23,IND,NBA,PF,82,82,27.6,3.7,6.5,.568,0.0,0.0,,3.7,6.5,.568,.568,1.5,2.7,.529,3.5,5.3,8.8,0.8,0.8,1.8,1.0,3.3,8.9
1993-94,24,IND,NBA,PF,66,64,34.7,4.7,8.8,.529,0.0,0.0,.000,4.7,8.8,.530,.529,2.3,4.5,.527,4.2,6.6,10.9,1.5,0.7,1.6,1.5,3.2,11.7
1994-95,25,IND,NBA,PF,74,70,31.7,4.4,7.8,.563,0.0,0.0,.000,4.4,7.8,.563,.563,1.9,3.5,.533,3.5,5.9,9.4,0.8,1.0,1.6,1.7,3.0,10.6
1995-96,26,IND,NBA,PF,78,77,33.6,4.3,7.7,.558,0.0,0.0,,4.3,7.7,.558,.558,1.7,3.7,.467,3.2,5.9,9.1,1.0,0.7,1.4,1.5,3.1,10.3
1996-97,27,IND,NBA,PF,80,76,32.4,4.6,8.6,.538,0.0,0.0,,4.6,8.6,.538,.538,1.2,2.7,.428,3.8,5.9,9.7,0.7,0.8,1.0,1.4,2.9,10.4
1997-98,28,IND,NBA,C,78,78,27.9,3.5,6.4,.548,0.0,0.0,,3.5,6.4,.548,.548,1.0,2.2,.465,3.0,4.8,7.8,0.9,0.7,1.1,0.9,2.7,8.0
1998-99,29,IND,NBA,PF,50,50,27.5,3.2,6.0,.533,0.0,0.0,,3.2,6.0,.533,.533,1.5,2.5,.618,3.1,5.2,8.3,0.4,0.4,1.1,0.9,2.3,8.0
1999-00,30,IND,NBA,C,74,72,28.7,4.1,8.1,.502,0.0,0.0,,4.1,8.1,.502,.502,1.9,2.7,.685,3.5,6.4,9.9,0.9,0.7,1.3,1.2,2.7,10.0
2000-01,31,POR,NBA,C,81,43,26.7,3.0,6.0,.497,0.0,0.0,.000,3.0,6.0,.501,.497,1.2,1.9,.632,2.9,4.6,7.5,1.3,0.5,0.9,0.8,2.5,7.2
2001-02,32,POR,NBA,C,78,77,31.4,3.8,7.4,.510,0.0,0.0,,3.8,7.4,.510,.510,1.9,2.7,.708,3.4,5.5,8.8,1.2,0.8,1.1,0.8,2.5,9.5
2002-03,33,POR,NBA,C,78,78,29.3,3.0,5.6,.541,0.0,0.0,,3.0,5.6,.541,.541,1.3,2.1,.633,3.0,4.2,7.2,1.2,0.7,0.9,0.9,2.4,7.4
2003-04,34,POR,NBA,C,76,37,22.1,1.8,3.7,.473,0.0,0.0,,1.8,3.7,.473,.473,0.9,1.4,.613,2.1,3.2,5.2,0.9,0.6,0.8,0.5,2.0,4.4
2004-05,35,TOT,NBA,C,61,28,21.4,1.8,3.8,.479,0.0,0.0,,1.8,3.8,.479,.479,1.0,1.6,.606,2.5,3.7,6.1,0.8,0.5,1.1,0.7,2.7,4.7
2004-05,35,GSW,NBA,C,36,3,16.0,1.3,3.0,.413,0.0,0.0,,1.3,3.0,.413,.413,0.6,1.1,.579,1.7,2.6,4.3,0.6,0.4,0.9,0.6,2.2,3.1
2004-05,35,IND,NBA,C,25,25,29.2,2.7,5.0,.536,0.0,0.0,,2.7,5.0,.536,.536,1.5,2.4,.623,3.6,5.2,8.9,1.0,0.8,1.3,0.9,3.3,6.9
2005-06,36,DET,NBA,C,28,2,6.4,0.3,0.9,.375,0.0,0.0,.000,0.3,0.8,.391,.375,0.3,0.5,.533,0.8,1.1,1.9,0.2,0.0,0.3,0.1,0.8,0.9
2006-07,37,DET,NBA,C,46,6,10.1,0.7,1.6,.446,0.0,0.0,,0.7,1.6,.446,.446,0.4,0.6,.654,1.3,1.7,3.0,0.3,0.2,0.7,0.3,1.3,1.8
