Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,22,MIA,NBA,PG,61,2126,.465,7.4,.934,.476,.198,.115,.144,.066,.477,.584,.462,.293,.287,.302,.341,.085,63,.813,.415,.455,2,0
2004-05,23,MIA,NBA,SG,77,2974,.478,8.3,.966,.441,.149,.135,.241,.034,.485,.587,.401,.343,.429,.289,.251,.095,114,.308,.222,.100,3,1
2005-06,24,MIA,NBA,SG,75,2892,.495,9.9,.946,.386,.142,.132,.287,.054,.513,.661,.485,.366,.397,.171,.334,.115,152,.692,.237,.167,10,0
2006-07,25,MIA,NBA,SG,51,1931,.491,11.0,.918,.366,.098,.104,.350,.082,.511,.670,.511,.400,.377,.266,.275,.063,59,.238,.089,.143,1,0
2007-08,26,MIA,NBA,SG,51,1954,.469,11.5,.918,.331,.094,.137,.356,.082,.485,.655,.443,.406,.368,.286,.283,.046,39,.455,.156,.417,3,0
2008-09,27,MIA,NBA,SG,79,3048,.491,12.3,.840,.334,.084,.094,.328,.160,.524,.664,.479,.445,.416,.317,.253,.082,128,.295,.151,.262,8,0
2009-10,28,MIA,NBA,SG,77,2792,.476,11.2,.839,.366,.106,.124,.244,.161,.509,.682,.450,.353,.356,.300,.279,.081,115,.260,.099,.208,4,0
2010-11,29,MIA,NBA,SG,76,2823,.500,10.4,.851,.366,.193,.113,.179,.149,.534,.686,.483,.359,.387,.306,.370,.082,102,.333,.146,.333,1,0
2011-12,30,MIA,NBA,SG,49,1625,.497,9.4,.933,.369,.216,.141,.207,.067,.513,.673,.453,.415,.358,.268,.409,.088,63,.133,.143,.125,1,1
2012-13,31,MIA,NBA,SG,69,2391,.521,9.5,.940,.373,.198,.134,.235,.060,.537,.728,.431,.370,.420,.258,.438,.093,95,.353,.136,.444,2,0
2013-14,32,MIA,NBA,SG,54,1775,.545,9.6,.958,.353,.198,.158,.248,.042,.557,.703,.517,.500,.418,.281,.429,.053,40,.778,.281,.556,0,0
2014-15,33,MIA,NBA,SG,62,1971,.470,11.9,.906,.229,.187,.202,.283,.094,.489,.681,.488,.429,.378,.284,.342,.024,25,.483,.176,.333,1,0
2015-16,34,MIA,NBA,SG,74,2258,.456,9.6,.963,.295,.230,.179,.259,.037,.468,.648,.430,.340,.386,.159,.278,.030,36,.714,.136,.333,3,1
2016-17,35,CHI,NBA,SG,45,1363,.430,12.2,.846,.252,.166,.204,.225,.154,.451,.548,.431,.424,.380,.316,.323,.034,20,.583,.149,.529,0,0
