Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13
Dwyane Wade,,14.7,14.4,13.0,12.8,11.0,9.6,8.8,7.7,5.5,4.9,4.6,3.5,3.3
Chauncey Billups,87.7,15.5,13.5,12.1,11.4,11.3,10.1,9.9,9.5,7.6,3.7,3.0,2.3,0.1
Walt Frazier,87.6,15.6,15.0,14.5,13.0,12.7,10.9,10.8,6.8,6.1,4.6,3.5,0.2,0.0
Clyde Drexler,87.5,13.2,12.8,12.6,12.4,11.7,11.6,10.3,7.5,6.8,6.7,6.7,6.0,2.4
Gary Payton,86.4,13.9,12.9,12.6,12.5,11.7,11.5,10.8,9.3,9.1,7.8,7.2,3.9,3.4
Steve Nash,85.7,12.6,12.4,11.6,10.9,10.5,9.9,8.8,8.4,7.3,4.8,3.0,1.0,0.7
Kobe Bryant,83.0,15.3,14.9,13.8,13.0,12.7,12.7,11.3,10.7,10.6,8.1,6.3,5.2,1.8
Ray Allen,83.0,13.7,11.1,10.7,10.1,9.7,9.5,9.1,8.9,7.0,6.9,6.3,5.2,4.9
Kevin Johnson,82.8,12.7,12.2,11.7,11.6,10.0,8.7,8.2,5.1,4.8,4.0,3.5,0.5,
Vince Carter,81.6,12.9,11.8,10.5,9.4,9.3,7.7,7.5,7.4,7.0,6.0,5.0,4.2,3.8
Sidney Moncrief,81.6,13.4,13.2,12.7,11.7,11.2,9.9,5.0,4.9,3.7,2.9,1.8,,
