Player,Sim,1,2,3
Anthony Bennett,,0.3,0.1,-0.4
Eddie Mast,-47.9,0.4,0.1,-0.2
Earl Clark,-48.0,0.3,0.3,-0.3
Scooter McCray,-54.5,0.3,0.1,0.0
David Vaughn,-57.0,0.4,0.1,-0.1
Justin Reed,-60.4,0.4,0.3,-0.2
Devin Ebanks,-61.8,0.4,0.3,-0.1
William Franklin,-63.4,0.3,0.1,-0.2
Adrian Caldwell,-65.0,0.4,0.1,0.0
Riney Lochmann,-66.0,0.4,0.3,-0.2
Anthony Frederick,-68.7,0.5,0.2,0.0
