Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,19,ORL,NBA,C,59,664,,,1%,8%,91%,-4.8,+3.7,11,17,6,36,,3,,28,35,8,25
2004-05,20,MIL,NBA,C,74,1397,,,,9%,91%,-0.4,+4.4,24,22,24,73,,12,,136,77,17,43
2005-06,21,ATL,NBA,C,78,2452,,,,1%,99%,-5.6,-0.6,35,57,88,110,,54,,281,185,34,90
2006-07,22,ATL,NBA,C,72,2026,,,,,100%,-3.3,+4.1,42,44,76,122,,36,,230,176,34,70
2007-08,23,ATL,NBA,C,62,944,,,,,100%,-1.4,+0.8,16,21,32,67,,16,,79,67,9,27
2008-09,24,ATL,NBA,C,77,1473,,,,,100%,+4.3,+3.8,14,27,50,95,,26,,130,111,16,47
2009-10,25,ATL,NBA,C,78,1089,,,,1%,99%,+0.4,-6.4,11,18,29,92,,17,,95,65,12,32
2010-11,26,ATL,NBA,C,79,1244,,,,,100%,-5.4,-6.5,16,17,36,95,,21,,124,83,14,48
2011-12,27,ATL,NBA,C,58,1640,,,,,100%,+2.1,-3.4,21,24,36,69,,20,,180,73,13,43
2012-13,28,ATL,NBA,C,52,1134,,,,,100%,-0.7,-1.6,19,19,32,49,,21,1,178,44,9,34
2013-14,29,MIL,NBA,C,53,1325,,,,1%,99%,-7.7,+1.9,35,27,30,41,6,19,2,292,41,7,36
2014-15,30,MIL,NBA,C,73,1730,,,,,100%,+7.2,+11.5,53,41,38,61,7,28,1,391,64,15,40
2015-16,31,DAL,NBA,C,76,2004,,,,,100%,+0.3,+0.9,30,45,44,45,7,28,3,301,108,13,48
2016-17,32,GSW,NBA,C,44,826,,,,,100%,+18.1,+7.5,4,30,22,47,2,16,0,199,41,6,18
