Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,23,LAL,NBA,SF,24,2,144,5.2,12.7,.412,0.2,1.5,.167,5.0,11.3,.444,5.5,7.7,.710,4.2,3.2,7.5,0.5,1.2,0.7,3.0,4.0,16.2
1999-00,24,SEA,NBA,SF,81,74,2097,6.1,11.3,.536,0.2,0.5,.444,5.9,10.9,.539,3.8,5.5,.692,3.7,3.7,7.5,2.2,1.6,0.7,2.5,3.3,16.2
2000-01,25,SEA,NBA,SF,76,22,2059,6.5,13.1,.494,0.0,0.6,.056,6.4,12.5,.516,4.3,6.3,.681,3.2,3.5,6.7,2.8,1.8,0.8,2.7,3.1,17.3
2001-02,26,POR,NBA,SF,75,13,1765,6.5,12.6,.515,0.2,0.7,.250,6.3,11.9,.532,3.9,5.6,.701,3.2,2.9,6.1,2.2,1.6,0.8,2.3,2.9,17.1
2002-03,27,POR,NBA,SF,78,17,1655,5.5,11.2,.492,0.1,0.4,.150,5.5,10.8,.506,3.0,4.8,.627,2.6,3.1,5.7,2.2,1.6,0.6,2.5,3.5,14.1
2003-04,28,POR,NBA,SF,73,1,1651,4.4,8.6,.506,0.0,0.3,.167,4.3,8.4,.517,2.3,4.1,.553,2.8,3.0,5.8,3.0,1.8,0.5,2.3,3.3,11.1
2004-05,29,POR,NBA,SF,70,36,1957,5.9,11.1,.531,0.0,0.5,.080,5.8,10.6,.550,3.1,5.2,.599,2.3,2.7,5.0,2.5,1.9,0.4,2.6,3.0,14.9
2005-06,30,TOT,NBA,SF-SG,71,22,1792,6.6,12.8,.515,0.0,0.3,.077,6.5,12.5,.524,4.1,6.8,.601,2.4,2.5,4.9,2.6,1.5,0.4,3.0,3.0,17.2
2005-06,30,POR,NBA,SF,45,2,1056,6.4,12.9,.496,0.0,0.2,.000,6.4,12.7,.505,4.7,7.7,.611,2.5,2.8,5.2,2.0,1.4,0.4,2.8,2.7,17.5
2005-06,30,DEN,NBA,SG,26,20,736,6.8,12.5,.543,0.0,0.3,.167,6.8,12.2,.552,3.2,5.5,.580,2.2,2.2,4.4,3.3,1.7,0.4,3.3,3.5,16.8
2006-07,31,MIL,NBA,SF,81,53,2508,6.8,12.4,.548,0.0,0.3,.158,6.8,12.2,.557,3.5,5.4,.641,2.7,3.6,6.3,3.3,1.6,0.4,2.9,3.3,17.1
2007-08,32,LAC,NBA,SF,20,5,327,4.3,9.5,.453,0.0,0.2,.000,4.3,9.2,.464,2.6,4.7,.558,2.6,4.4,7.0,1.9,2.3,0.8,3.0,4.1,11.2
