Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,25,SEA,NBA,SF,76,2059,,17%,79%,4%,,+3.3,+7.0,50,55,50,59,,19,,370,167,44,91
2001-02,26,POR,NBA,SF,75,1765,,16%,72%,12%,,+2.9,-1.2,48,31,35,44,,16,,238,138,39,80
2002-03,27,POR,NBA,SF,78,1655,,27%,64%,9%,,+4.2,+2.1,46,34,37,51,,21,,220,107,28,56
2003-04,28,POR,NBA,SF,73,1651,,21%,77%,1%,,-1.1,+0.8,37,42,26,45,,17,,311,91,19,40
2004-05,29,POR,NBA,SF,70,1957,,20%,75%,4%,,-2.1,+5.1,61,49,33,46,,19,,313,124,22,62
2005-06,30,TOT,NBA,SF-SG,71,1792,,35%,61%,4%,,-5.2,0.0,44,46,60,0,,0,,276,0,35,85
2005-06,30,POR,NBA,SF,45,1056,,13%,83%,4%,,-5.9,+7.0,22,26,34,23,,14,,132,97,23,50
2005-06,30,DEN,NBA,SG,26,736,,67%,31%,3%,,-4.1,-5.4,22,20,26,19,,19,,144,56,12,35
2006-07,31,MIL,NBA,SF,81,2508,,26%,66%,7%,,-2.9,+4.9,73,55,71,75,,35,,520,185,54,97
2007-08,32,LAC,NBA,SF,20,327,,26%,67%,7%,,-3.0,+5.8,11,7,9,19,,6,,36,18,3,15
