Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,26,POR,NBA,SF,3,65,,4%,63%,33%,,-11.8,-11.2,1,1,1,1,,1,0,3,3,0,4
2002-03,27,POR,NBA,SF,7,155,,16%,69%,15%,,5.4,7.7,5,2,3,3,,1,0,24,10,3,7
2005-06,30,DEN,NBA,SG,4,58,,45%,55%,,,-24.2,-20.3,1,1,1,4,,0,0,6,2,2,3
