Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2011-12,21,WAS,NBA,PG,64,779,94%,4%,1%,,,-2.0,+5.3,24,14,10,11,,5,,299,28,3,21
2012-13,22,TOT,NBA,PG-SG,31,416,92%,8%,,,,-3.5,-1.5,24,7,3,0,,0,0,147,0,0,6
2012-13,22,WAS,NBA,PG,7,141,100%,,,,,-15.8,-13.4,3,3,2,3,,1,1,49,0,0,1
2012-13,22,PHI,NBA,SG,4,7,,100%,,,,-61.4,-57.9,2,0,0,1,,0,0,3,0,0,0
2012-13,22,ATL,NBA,PG,20,268,90%,10%,,,,+4.1,+3.9,19,4,1,15,,0,2,95,7,0,5
2013-14,23,ATL,NBA,PG,73,1490,18%,72%,11%,,,-0.5,-0.3,53,26,11,36,3,6,11,635,26,4,32
2014-15,24,ATL,NBA,PG,55,833,45%,55%,,,,+1.9,-5.0,30,15,4,8,1,2,1,352,10,2,19
2015-16,25,TOT,NBA,PG,52,1058,92%,8%,,,,-9.5,-13.8,32,53,10,0,0,0,0,432,0,9,23
2015-16,25,ATL,NBA,PG,24,179,94%,6%,,,,-9.5,-13.8,8,3,0,2,0,0,0,90,7,3,5
2015-16,25,UTA,NBA,PG,28,879,92%,8%,,,,+7.7,+7.5,24,50,7,18,1,3,8,342,21,6,18
2016-17,26,UTA,NBA,PG,42,946,94%,6%,,,,-1.0,-9.4,15,54,11,19,2,5,0,288,21,2,16
