Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,21,WAS,NBA,PG,64,0,12.2,1.4,3.4,.400,0.2,0.7,.286,1.2,2.8,.427,.427,0.7,0.9,.712,0.2,1.3,1.4,2.0,0.4,0.0,0.8,0.8,3.6
2012-13,22,TOT,NBA,PG-SG,31,3,13.4,1.9,4.1,.460,0.6,1.6,.367,1.3,2.5,.519,.532,0.3,0.5,.563,0.1,1.2,1.3,2.2,0.5,0.0,1.1,1.3,4.6
2012-13,22,WAS,NBA,PG,7,2,20.1,2.3,5.7,.400,0.6,1.9,.308,1.7,3.9,.444,.450,0.1,0.3,.500,0.4,1.9,2.3,3.3,0.9,0.0,1.1,1.4,5.3
2012-13,22,PHI,NBA,SG,4,0,1.8,0.3,0.5,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.5
2012-13,22,ATL,NBA,PG,20,1,13.4,2.1,4.2,.488,0.7,1.8,.400,1.4,2.5,.551,.571,0.4,0.7,.571,0.0,1.2,1.2,2.2,0.5,0.0,1.2,1.4,5.2
2013-14,23,ATL,NBA,PG,73,11,20.4,2.9,6.9,.417,0.8,2.5,.337,2.0,4.3,.464,.479,0.9,1.0,.865,0.3,1.9,2.2,3.7,0.7,0.0,1.2,1.4,7.5
2014-15,24,ATL,NBA,PG,55,0,15.1,2.1,5.3,.401,0.7,2.3,.315,1.4,3.0,.467,.469,0.5,0.6,.806,0.1,1.3,1.4,2.8,0.5,0.0,0.9,0.6,5.4
2015-16,25,TOT,NBA,PG,52,27,20.3,3.5,8.0,.439,0.8,2.4,.312,2.8,5.6,.493,.486,0.9,1.2,.738,0.3,2.2,2.5,3.6,0.7,0.1,1.8,1.4,8.6
2015-16,25,ATL,NBA,PG,24,0,7.5,1.7,4.0,.421,0.2,1.1,.148,1.5,2.8,.529,.442,0.4,0.5,.750,0.1,0.8,0.9,1.6,0.3,0.0,0.6,0.3,3.9
2015-16,25,UTA,NBA,PG,28,27,31.4,5.1,11.4,.444,1.3,3.5,.357,3.8,7.9,.482,.498,1.3,1.8,.735,0.4,3.4,3.8,5.3,0.9,0.1,2.9,2.3,12.7
2016-17,26,UTA,NBA,PG,42,9,22.5,3.2,7.2,.444,0.7,2.3,.316,2.5,4.9,.502,.493,0.8,1.2,.667,0.4,1.9,2.2,2.9,0.8,0.0,1.9,1.8,7.9
