Player,Sim,1,2,3,4,5,6,7
Shelvin Mack,,2.3,1.3,1.3,0.7,0.5,,
Joe Hassett,84.9,2.0,1.6,1.4,0.9,0.5,0.0,
Mike Barr,84.8,2.7,1.7,1.4,0.7,0.4,,
Mike Davis,81.3,2.2,1.2,0.9,0.6,,,
Todd Lichti,81.2,1.8,1.3,1.2,1.0,0.2,,
Bo Lamar,79.3,2.5,1.5,1.0,0.5,,,
Claude Terry,78.5,2.4,1.8,1.0,1.0,0.8,0.0,
Dion Waiters,78.1,2.1,1.6,1.1,0.9,,,
Dave Wohl,78.0,2.1,1.7,1.4,1.0,0.2,0.0,-0.2
Mike Holton,77.8,2.3,1.3,0.8,0.3,0.2,-0.2,
Dion Glover,77.4,2.6,1.1,0.9,0.8,0.3,0.2,
