Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,24,BOS,NBA,SG,16,672,,89%,11%,,,4.4,11.8,17,26,18,22,,13,0,155,57,11,14
2002-03,25,BOS,NBA,SG,10,445,,98%,2%,,,-1.5,-10.7,18,20,6,19,,5,0,161,46,11,8
2003-04,26,BOS,NBA,SG,4,162,,46%,49%,6%,,-18.5,5.6,13,9,3,5,,2,0,22,12,3,8
2004-05,27,BOS,NBA,SF,7,277,,,78%,21%,,-1.4,-1.8,5,11,3,10,,1,0,72,23,2,6
2007-08,30,BOS,NBA,SF,26,990,,21%,79%,,,7.9,8.6,37,26,19,43,,11,0,260,59,10,23
2008-09,31,BOS,NBA,SF,14,556,,,92%,7%,,2.4,9.4,13,16,4,22,,2,0,92,44,5,18
2009-10,32,BOS,NBA,SF,24,930,,2%,97%,1%,,2.7,-1.9,28,21,15,42,,7,0,182,57,12,19
2010-11,33,BOS,NBA,SF,9,343,,8%,88%,5%,,1.4,0.8,11,6,7,16,2,3,0,59,15,5,11
2011-12,34,BOS,NBA,SF,20,778,,1%,69%,29%,,-1.2,-11.3,25,16,15,32,2,8,0,133,49,12,23
2012-13,35,BOS,NBA,SF,6,255,,40%,55%,5%,,-8.1,-14.2,12,12,8,9,0,3,0,71,10,2,5
2013-14,36,BRK,NBA,SF,12,368,,,96%,4%,,-1.4,0.5,4,7,9,22,1,6,0,54,11,5,3
2014-15,37,WAS,NBA,SF,10,298,,,99%,1%,,-0.3,1.6,4,3,3,17,1,2,0,19,7,0,3
2015-16,38,LAC,NBA,SF,5,54,,,63%,37%,,-15.1,-21.0,0,2,0,6,0,0,0,3,2,0,0
