Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,24,BOS,NBA,SG,16,16,42.0,7.6,18.9,.403,1.9,6.5,.288,5.8,12.4,.462,.452,7.5,9.8,.764,1.7,6.9,8.6,4.1,1.7,1.3,3.8,3.3,24.6
2002-03,25,BOS,NBA,SG,10,10,44.5,7.7,19.3,.399,1.6,4.5,.356,6.1,14.8,.412,.440,10.1,11.7,.863,1.1,7.9,9.0,6.7,2.1,0.8,4.4,3.8,27.1
2003-04,26,BOS,NBA,SG,4,4,40.5,6.5,19.0,.342,1.3,4.3,.294,5.3,14.8,.356,.375,6.5,7.8,.839,1.5,7.3,8.8,2.5,1.3,1.0,6.3,3.0,20.8
2004-05,27,BOS,NBA,SF,7,7,39.6,6.7,13.3,.505,1.0,3.9,.259,5.7,9.4,.606,.543,8.4,9.7,.868,1.0,6.7,7.7,4.6,1.9,1.4,2.7,2.6,22.9
2007-08,30,BOS,NBA,SF,26,26,38.1,6.3,14.2,.441,1.7,4.6,.361,4.6,9.7,.478,.499,5.5,6.8,.802,0.8,4.2,5.0,4.6,1.1,0.3,3.2,3.5,19.7
2008-09,31,BOS,NBA,SF,14,14,39.7,6.8,15.8,.430,1.4,4.1,.333,5.4,11.7,.463,.473,6.1,7.2,.842,0.3,5.5,5.8,3.1,1.1,0.4,2.4,3.1,21.0
2009-10,32,BOS,NBA,SF,24,24,38.8,6.1,14.0,.438,1.7,4.3,.392,4.5,9.8,.457,.497,4.9,5.9,.824,0.8,5.1,6.0,3.4,1.0,0.6,2.7,3.3,18.8
2010-11,33,BOS,NBA,SF,9,9,38.1,7.6,16.4,.459,2.3,5.2,.447,5.2,11.2,.465,.530,3.3,3.8,.882,0.6,4.4,5.0,2.8,1.3,0.4,2.7,3.3,20.8
2011-12,34,BOS,NBA,SF,20,20,38.9,6.0,15.6,.386,1.4,4.4,.310,4.7,11.2,.415,.429,5.5,6.2,.894,0.7,5.4,6.1,3.1,1.5,0.9,2.8,3.4,18.9
2012-13,35,BOS,NBA,SF,6,6,42.5,6.5,17.7,.368,1.8,6.8,.268,4.7,10.8,.431,.420,4.3,4.8,.897,0.7,5.0,5.7,5.3,0.8,0.5,5.3,3.5,19.2
2013-14,36,BRK,NBA,SF,12,12,30.7,5.0,10.8,.465,1.6,4.4,.358,3.4,6.3,.539,.539,2.1,2.7,.781,0.3,4.2,4.5,2.0,1.2,0.3,1.7,3.7,13.7
2014-15,37,WAS,NBA,SF,10,10,29.8,4.8,9.9,.485,3.3,6.3,.524,1.5,3.6,.417,.652,1.7,2.0,.850,0.0,4.2,4.2,0.9,0.6,0.7,1.0,3.3,14.6
2015-16,38,LAC,NBA,SF,5,1,10.8,0.4,2.4,.167,0.2,1.0,.200,0.2,1.4,.143,.208,0.2,0.8,.250,0.0,1.2,1.2,0.2,0.4,0.0,0.4,1.2,1.2
