Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,24,IND,NBA,SF,13,0,214,3.2,7.7,.413,1.7,4.2,.400,1.5,3.5,.429,0.7,1.5,.444,0.8,3.7,4.5,1.7,1.2,1.2,0.7,3.0,8.7
2005-06,25,PHO,NBA,SF,20,6,353,2.9,8.4,.341,0.8,2.7,.308,2.0,5.7,.357,2.2,2.7,.846,1.6,5.7,7.3,0.5,0.5,1.8,0.9,2.5,8.8
2006-07,26,PHO,NBA,SF,11,6,171,4.0,7.6,.528,1.7,3.8,.444,2.3,3.8,.611,1.9,2.3,.818,0.6,2.5,3.2,0.6,0.4,0.4,0.8,2.3,11.6
2008-09,28,MIA,NBA,SF,7,7,235,2.6,4.9,.531,1.7,3.4,.500,0.9,1.5,.600,3.4,3.7,.917,0.3,2.1,2.5,0.8,0.5,0.2,0.6,2.9,10.3
2009-10,29,MIA,NBA,SF,1,0,9,0.0,4.0,.000,0.0,4.0,.000,0.0,0.0,,8.0,8.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0
2010-11,30,MIA,NBA,SF,12,0,272,3.2,6.8,.471,2.3,4.9,.459,0.9,1.9,.500,1.7,1.7,1.000,0.4,3.6,4.0,0.3,0.8,0.3,0.5,3.2,10.3
2011-12,31,MIA,NBA,SG,20,0,173,3.3,8.9,.372,1.9,6.2,.300,1.5,2.7,.538,2.1,2.1,1.000,1.0,3.1,4.2,0.4,0.6,0.2,0.8,2.5,10.6
2012-13,32,MIA,NBA,SF,9,0,33,3.3,7.6,.429,3.3,4.4,.750,0.0,3.3,.000,0.0,0.0,,0.0,3.3,3.3,0.0,0.0,1.1,2.2,3.3,9.8
2013-14,33,MIA,NBA,SF,15,0,126,5.1,11.4,.450,4.3,9.1,.469,0.9,2.3,.375,0.6,0.9,.667,0.9,2.3,3.1,1.4,0.9,0.6,0.0,4.9,15.1
2014-15,34,CLE,NBA,SF,20,0,311,3.0,8.7,.347,2.5,7.4,.344,0.5,1.3,.364,1.5,1.6,.929,0.1,3.2,3.4,1.0,0.9,0.3,0.6,4.9,10.1
2015-16,35,CLE,NBA,SF,12,0,55,1.3,6.5,.200,0.7,4.6,.143,0.7,2.0,.333,0.7,2.6,.250,0.7,2.0,2.6,2.0,0.0,0.0,0.7,2.0,3.9
