Player,Sim,1,2,3,4,5,6,7
Hilton Armstrong,,1.5,1.2,0.5,0.5,0.3,-0.1,
Rafael Addison,75.1,1.5,1.5,0.9,0.4,0.4,0.2,
John Thomas,75.1,1.5,0.9,0.4,0.4,0.0,,
Cliff Meely,75.1,1.8,1.2,1.0,0.4,0.2,,
Gary Gregor,74.5,1.4,1.1,0.8,0.5,0.5,-0.4,
Henry Walker,73.5,1.9,1.1,0.9,0.5,0.5,,
D.J. White,72.9,1.8,0.8,0.6,0.4,0.2,0.0,
Tony Brown,72.6,1.8,1.3,0.9,0.5,0.2,0.2,0.0
Tellis Frank,72.4,2.0,1.1,0.6,0.3,0.1,,
Bob Portman,72.4,1.9,1.2,0.8,0.5,,,
Fred Saunders,72.3,1.3,1.2,0.5,0.1,,,
