Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,151,1056,13.3,.504,.018,.445,15.0,26.5,20.7,6.3,0.5,6.9,21.5,18.2,,-0.1,1.7,1.6,.071,,-4.5,2.0,-2.6,-0.2
5 seasons,,MEM,NBA,,134,821,13.9,.511,.023,.455,14.8,26.5,20.6,6.6,0.4,6.9,19.8,18.1,,0.2,1.3,1.6,.091,,-4.0,1.8,-2.2,0.0
1 season,,PHO,NBA,,17,235,11.2,.479,.000,.410,15.6,26.7,21.0,5.2,1.1,6.7,27.3,18.7,,-0.4,0.4,0.0,.000,,-6.4,2.3,-4.0,-0.1
