Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2008-09,23,MEM,NBA,C,19,120,,,,,100%,+21.0,+27.7,2,3,4,14,,1,,20,8,0,2
2009-10,24,MEM,NBA,C,36,240,,,,3%,97%,-12.8,-11.9,2,6,12,37,,3,,20,9,3,9
2010-11,25,MEM,NBA,C,31,168,,,,3%,97%,+13.2,+11.2,4,1,6,15,,1,,10,11,2,8
2011-12,26,MEM,NBA,C,35,206,,,,,100%,+5.6,+3.5,4,6,11,26,,5,,16,11,2,3
2012-13,27,TOT,NBA,C,30,322,,,,,100%,-0.8,+0.5,10,9,12,0,,0,0,24,0,1,6
2012-13,27,MEM,NBA,C,13,87,,,,,100%,+4.3,-0.4,1,1,2,9,,2,1,8,1,0,2
2012-13,27,PHO,NBA,C,17,235,,,,,100%,-2.6,+4.7,9,8,10,26,,8,0,16,10,1,4
