Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1996-97,21,MIL,NBA,SG,82,2532,14.6,.541,.328,.274,4.7,11.0,7.9,13.9,1.6,0.3,12.8,21.4,,3.3,1.5,4.9,.092,,1.6,-1.2,0.3,1.5
1997-98,22,MIL,NBA,SG,82,3287,16.2,.539,.280,.297,4.7,10.4,7.5,19.3,1.8,0.3,15.0,24.3,,4.7,2.3,7.0,.102,,2.6,-0.8,1.8,3.2
1998-99,23,MIL,NBA,SG,50,1719,18.9,.564,.309,.290,4.1,10.7,7.4,18.8,1.7,0.3,13.9,24.5,,4.2,1.1,5.2,.146,,4.2,-1.3,2.9,2.1
1999-00,24,MIL,NBA,SG,82,3070,20.6,.570,.288,.282,3.2,10.5,6.8,17.0,1.9,0.5,10.3,25.6,,9.0,1.0,10.1,.157,,5.0,-2.0,3.0,3.9
2000-01,25,MIL,NBA,SG,82,3129,22.9,.610,.357,.299,3.7,11.8,7.8,20.4,2.1,0.5,12.1,24.4,,11.5,2.2,13.7,.211,,6.5,-0.9,5.6,6.0
2001-02,26,MIL,NBA,SG,69,2525,21.6,.598,.460,.213,3.9,10.1,7.1,19.4,1.9,0.5,11.2,26.2,,7.6,1.3,8.9,.169,,6.4,-2.2,4.3,4.0
2002-03,27,TOT,NBA,SG,76,2880,21.3,.565,.391,.253,3.8,11.8,7.8,21.6,1.9,0.4,11.6,27.8,,7.6,1.5,9.1,.152,,5.6,-1.8,3.7,4.2
2002-03,27,MIL,NBA,SG,47,1683,19.9,.564,.387,.243,3.1,12.1,7.6,17.5,1.8,0.5,11.6,27.8,,3.8,0.5,4.3,.123,,4.5,-2.6,1.9,1.6
2002-03,27,SEA,NBA,SG,29,1197,23.3,.567,.396,.268,4.7,11.4,8.0,27.3,2.1,0.2,11.5,27.7,,3.8,1.0,4.8,.193,,7.1,-0.7,6.4,2.5
2003-04,28,SEA,NBA,SG,56,2152,21.7,.566,.372,.266,3.8,11.8,7.8,23.3,1.8,0.4,12.1,27.8,,6.5,0.4,6.9,.153,,5.9,-1.8,4.0,3.3
2004-05,29,SEA,NBA,SG,78,3064,20.9,.555,.372,.286,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28.0,,9.7,1.0,10.7,.168,,5.6,-1.9,3.7,4.4
2005-06,30,SEA,NBA,SG,78,3022,22.2,.590,.435,.239,2.8,10.6,6.6,17.2,1.8,0.4,10.2,27.4,,9.8,-0.3,9.5,.150,,6.7,-3.1,3.6,4.2
2006-07,31,SEA,NBA,SG,55,2219,21.6,.564,.384,.268,3.1,10.4,6.7,19.0,1.9,0.4,10.7,29.5,,5.4,0.9,6.3,.136,,5.4,-2.1,3.4,3.0
2007-08,32,BOS,NBA,SG,73,2624,16.4,.584,.458,.240,3.6,8.3,6.1,14.6,1.3,0.5,10.4,21.6,,5.6,4.1,9.7,.177,,3.2,-0.1,3.1,3.4
2008-09,33,BOS,NBA,SG,79,2876,17.3,.624,.467,.239,2.9,8.6,5.9,12.6,1.3,0.4,10.4,20.8,,7.4,3.7,11.1,.186,,4.3,-0.3,3.9,4.3
2009-10,34,BOS,NBA,SG,80,2819,15.2,.601,.410,.260,2.0,8.8,5.5,12.3,1.2,0.7,10.6,20.2,,5.1,2.9,7.9,.135,,2.3,-0.7,1.7,2.6
2010-11,35,BOS,NBA,SG,80,2890,16.4,.615,.387,.224,2.3,9.0,5.8,12.7,1.4,0.4,9.8,19.8,,5.8,4.2,10.0,.166,,3.2,0.4,3.6,4.1
2011-12,36,BOS,NBA,SG,46,1565,14.8,.607,.475,.215,1.1,9.2,5.3,11.8,1.7,0.4,11.2,18.6,,2.5,2.2,4.7,.145,,2.4,0.3,2.6,1.8
2012-13,37,MIA,NBA,SG,79,2035,14.7,.599,.510,.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,,3.4,1.9,5.4,.126,,1.7,-1.5,0.2,1.1
2013-14,38,MIA,NBA,SG,73,1936,12.8,.590,.569,.214,1.6,11.4,6.7,11.1,1.5,0.4,12.4,16.8,,2.5,1.5,4.1,.101,,1.3,-1.2,0.1,1.0
