Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1998-99,23,MIL,NBA,SG,3,120,23.7,.635,.404,.277,8.1,14.0,11.1,22.7,1.4,0.8,17.3,25.3,,0.4,-0.1,0.3,.110,,4.5,1.2,5.7,0.2
1999-00,24,MIL,NBA,SG,5,186,22.7,.552,.289,.244,6.5,13.3,10.1,12.2,2.3,0.0,8.3,26.9,,0.5,0.2,0.7,.183,,5.0,0.4,5.4,0.4
2000-01,25,MIL,NBA,SG,18,768,23.7,.613,.360,.260,2.8,7.4,5.2,27.1,1.7,0.9,10.4,24.9,,3.2,0.4,3.6,.223,,7.5,-0.5,7.0,1.7
2004-05,29,SEA,NBA,SG,11,436,23.5,.599,.381,.293,3.5,9.7,6.6,19.5,1.7,0.7,12.3,29.3,,1.5,0.1,1.6,.178,,5.6,1.0,6.6,1.0
2007-08,32,BOS,NBA,SG,26,987,14.9,.576,.447,.296,3.2,9.2,6.2,12.7,1.4,0.7,9.8,19.0,,2.0,1.1,3.1,.152,,3.4,0.1,3.5,1.4
2008-09,33,BOS,NBA,SG,14,565,14.2,.553,.485,.282,2.7,9.0,5.8,11.0,1.4,0.7,9.7,21.0,,0.7,0.5,1.2,.104,,1.8,-0.3,1.5,0.5
2009-10,34,BOS,NBA,SG,24,925,13.1,.570,.477,.263,1.6,8.7,5.3,12.0,1.3,0.3,9.6,19.4,,1.1,1.3,2.4,.126,,3.1,0.1,3.2,1.2
2010-11,35,BOS,NBA,SG,9,361,19.6,.708,.514,.229,1.8,9.3,5.8,10.5,1.6,0.2,7.7,17.2,,1.3,0.3,1.7,.225,,6.7,0.1,6.8,0.8
2011-12,36,BOS,NBA,SG,18,616,10.0,.514,.551,.269,1.6,12.3,7.1,5.0,1.5,0.3,8.3,16.2,,0.2,0.8,1.0,.077,,0.3,0.6,0.8,0.4
2012-13,37,MIA,NBA,SG,23,573,14.4,.598,.558,.314,2.9,10.8,6.9,8.3,1.2,0.4,12.1,18.8,,1.1,0.5,1.5,.129,,2.4,-1.1,1.4,0.5
2013-14,38,MIA,NBA,SG,20,527,12.8,.581,.594,.259,3.4,13.2,8.5,9.7,1.5,0.7,13.1,17.8,,0.6,0.3,0.9,.080,,0.4,0.5,1.0,0.4
