Season,Team,Lg,Salary
2012-13,Portland Trail Blazers,NBA,"$550,000"
2013-14,Portland Trail Blazers,NBA,"$788,872"
2014-15,Denver Nuggets,NBA,"$915,243"
2015-16,Denver Nuggets,NBA,"$3,333,333"
