Player,Sim,1,2,3,4,5,6
Will Barton,,4.3,1.3,0.6,-0.5,,
Ron Perry,84.3,4.4,1.4,0.3,,,
Allen Crabbe,82.6,4.3,1.3,0.1,,,
Jeffrey Congdon,80.5,4.3,0.9,0.7,0.3,0.0,
Jiri Welsch,77.3,3.6,1.7,0.8,-0.4,,
Kent Bazemore,75.7,4.1,1.6,0.2,0.1,,
Al Butler,74.7,4.1,2.1,1.1,-0.3,,
Ronnie Lester,71.9,3.9,1.7,0.7,0.2,0.0,-0.2
Stan Stutz,71.6,3.9,1.7,1.1,,,
Earl Tatum,71.0,4.4,2.6,0.7,0.0,,
Angelo Musi,71.0,3.5,1.3,1.1,,,
