Player,Sim,1,2,3,4,5,6
Steven Adams,,6.5,4.1,2.9,,,
Bob Houbregs,93.0,6.9,4.5,2.8,0.2,,
Skip Thoren,85.6,7.0,4.4,1.6,,,
Gorgui Dieng,84.0,5.9,4.9,2.2,,,
Bismack Biyombo,80.4,5.9,4.0,3.2,1.4,0.6,
Bill McGill,77.7,7.1,4.6,3.1,2.2,-0.1,
Joe Strawder,76.0,4.3,3.6,3.0,,,
Timofey Mozgov,72.2,5.7,4.5,3.7,1.1,0.7,0.6
Chick Halbert,70.8,7.4,3.6,3.3,2.9,,
Nikola Pekovic,68.4,6.7,5.9,4.5,1.2,0.6,-0.1
Manny Leaks,67.8,7.3,5.2,1.1,0.8,0.2,-0.2
