Player,Sim,1,2,3
Steven Adams,,6.5,4.1,2.9
Rik Smits,98.2,6.6,4.3,2.9
Nate Thurmond,91.1,6.1,4.3,3.5
Theo Ratliff,90.1,6.7,3.9,3.8
Randy Denton,89.1,5.5,3.9,3.1
Rick Robey,87.5,5.5,3.7,3.1
Tim McCormick,87.0,6.0,4.6,3.8
Chick Halbert,86.1,7.4,3.3,2.9
Skip Thoren,85.6,7.0,4.4,1.6
Jamaal Magloire,85.5,6.7,5.7,2.6
Rich Kelley,85.2,6.4,4.8,4.3
