Season,Team,Lg,Salary
2013-14,Oklahoma City Thunder,NBA,"$2,090,880"
2014-15,Oklahoma City Thunder,NBA,"$2,184,960"
2015-16,Oklahoma City Thunder,NBA,"$2,279,040"
