Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,471,115,9780,4.8,11.2,.424,1.6,4.5,.349,3.2,6.8,.474,1.1,1.6,.704,2.0,5.3,7.3,1.5,1.1,0.5,1.4,3.2,12.2
2 seasons,,CLE,NBA,,161,48,4346,4.9,11.2,.441,1.4,4.0,.338,3.6,7.2,.498,0.8,1.3,.675,1.9,5.5,7.4,1.9,1.2,0.6,1.5,3.0,12.1
2 seasons,,PHI,NBA,,98,0,1004,5.2,11.9,.432,0.8,2.3,.344,4.4,9.6,.454,1.8,2.5,.718,2.8,5.3,8.1,1.3,1.3,0.7,1.9,2.8,12.9
1 season,,CHA,NBA,,76,42,2089,5.1,12.7,.405,2.0,5.8,.343,3.2,6.9,.456,1.5,2.1,.727,1.8,4.7,6.5,1.1,1.2,0.4,1.3,3.4,13.8
1 season,,LAL,NBA,,76,23,1830,4.1,9.6,.432,2.0,5.1,.391,2.1,4.4,.480,1.1,1.5,.733,2.1,5.7,7.8,1.3,0.9,0.5,1.0,3.2,11.4
1 season,,BOS,NBA,,42,2,373,3.2,9.3,.344,1.3,4.2,.295,1.9,5.0,.385,1.4,2.2,.609,2.3,4.2,6.6,1.4,1.2,0.9,1.8,4.6,9.0
1 season,,PHO,NBA,,18,0,138,3.7,13.3,.275,2.6,8.3,.313,1.0,5.0,.211,0.5,0.5,1.000,1.6,4.4,6.0,0.3,1.3,0.3,1.8,5.0,10.4
