Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,729,18176,14.9,.476,.024,.333,1.8,9.8,5.7,40.1,3.5,0.4,19.6,17.3,,11.1,21.5,32.6,.086,,-1.0,-0.1,-1.1,4.3
4 seasons,,CLE,NBA,,190,5516,16.2,.492,.015,.393,2.7,10.0,6.4,43.9,3.6,0.6,21.1,18.2,,5.2,8.5,13.6,.119,,0.0,0.6,0.6,3.6
3 seasons,,CHA,NBA,,180,5568,16.9,.486,.030,.370,1.4,9.6,5.3,43.6,3.3,0.2,16.9,19.3,,5.8,5.5,11.2,.097,,0.1,-0.8,-0.7,1.8
2 seasons,,MEM,NBA,,108,2079,13.2,.467,.028,.270,1.4,8.8,5.1,41.3,3.7,0.3,24.6,18.2,,-0.3,1.9,1.5,.036,,-2.6,-1.3,-3.9,-1.0
1 season,,LAC,NBA,,74,1674,11.4,.453,.018,.208,1.0,8.8,4.9,31.1,3.1,0.5,16.0,12.2,,0.5,1.6,2.1,.060,,-3.0,-0.1,-3.0,-0.4
1 season,,UTA,NBA,,74,938,9.5,.414,.032,.339,1.7,9.5,5.6,28.1,3.7,0.3,23.3,13.5,,-0.6,1.3,0.7,.035,,-4.2,0.7,-3.4,-0.3
1 season,,ATL,NBA,,47,1364,12.9,.424,.028,.169,1.8,11.4,6.6,33.4,3.6,0.2,18.0,15.3,,0.1,1.6,1.7,.060,,-1.5,0.9,-0.6,0.5
1 season,,WAS,NBA,,32,598,12.2,.454,.036,.196,2.0,9.6,5.7,28.5,4.5,0.0,22.7,14.3,,-0.1,0.7,0.6,.048,,-2.8,0.3,-2.5,-0.1
1 season,,MIL,NBA,,21,420,15.8,.505,.029,.362,0.8,12.2,6.5,36.4,3.6,0.0,17.0,15.8,,0.6,0.5,1.1,.127,,0.3,-0.2,0.1,0.2
1 season,,PHO,NBA,,3,19,11.7,.333,.000,.000,0.0,18.1,9.0,30.2,8.2,3.9,50.0,14.3,,-0.1,0.1,0.0,-0.051,,-8.5,7.1,-1.4,0.0
