Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,22,LAL,NBA,SG,68,2783,,65%,34%,,,+6.4,+8.8,67,82,71,78,,42,,735,221,59,104
2001-02,23,LAL,NBA,SG,80,3063,,96%,4%,,,+7.0,-2.0,109,65,49,60,,32,,1036,205,60,114
2002-03,24,LAL,NBA,SG,82,3401,,95%,5%,,,+3.8,+10.0,140,93,55,58,,37,,1062,263,61,104
2003-04,25,LAL,NBA,SG,65,2447,1%,92%,7%,,,+6.2,+5.9,67,65,39,54,,20,,719,200,49,86
2004-05,26,LAL,NBA,SG,66,2689,3%,96%,1%,,,-2.8,+2.5,144,76,50,55,,31,,950,239,55,66
2005-06,27,LAL,NBA,SG,80,3277,1%,97%,2%,,,+4.6,+12.5,66,104,80,69,,48,,834,297,70,86
2006-07,28,LAL,NBA,SG,77,3140,5%,94%,1%,,,+1.1,+6.0,109,86,60,71,,26,,964,297,73,82
2007-08,29,LAL,NBA,SG,82,3192,1%,97%,2%,,,+9.0,+7.0,112,85,60,80,,29,,1017,312,80,84
2008-09,30,LAL,NBA,SG,82,2960,6%,94%,,,,+11.0,+11.1,100,71,39,55,,16,,914,226,78,85
2009-10,31,LAL,NBA,SG,73,2835,1%,78%,21%,,,+8.6,+12.4,109,66,58,60,,35,,831,233,58,90
2010-11,32,LAL,NBA,SG,82,2779,,87%,13%,,,+8.2,+4.3,103,69,71,44,,39,,871,232,64,80
2011-12,33,LAL,NBA,SG,58,2232,,99%,1%,,,+3.0,+5.2,88,78,38,39,,22,,580,172,51,64
2012-13,34,LAL,NBA,SG,78,3013,,67%,32%,1%,,+2.3,+2.8,148,88,51,67,,17,4,1092,226,41,71
2013-14,35,LAL,NBA,SG,6,177,27%,55%,18%,,,-9.6,-3.7,30,3,1,5,1,1,0,83,8,0,5
2014-15,36,LAL,NBA,SG,35,1207,2%,89%,9%,,,-11.8,-6.7,74,34,20,28,2,11,2,441,92,18,27
2015-16,37,LAL,NBA,SF,66,1863,,2%,97%,1%,,-15.6,-10.2,74,47,9,44,2,3,6,416,106,16,35
