Free Throws
2000-01 NBA 475 (6th)
2001-02 NBA 488 (5th)
2002-03 NBA 601 (2nd)
2003-04 NBA 454 (3rd)
2004-05 NBA 542 (7th)
2005-06 NBA 696 (1st)
2006-07 NBA 667 (1st)
2007-08 NBA 623 (2nd)
2008-09 NBA 483 (7th)
2010-11 NBA 483 (8th)
2011-12 NBA 381 (3rd)
2012-13 NBA 525 (3rd)
Career NBA 8378 (3rd)
Career 8378 (3rd)
