Awards
2002 All-Star Game Most Valuable Player
2007 All-Star Game Most Valuable Player
2007-08 Most Valuable Player
2009 All-Star Game Most Valuable Player
2009 Finals Most Valuable Player
2010 Finals Most Valuable Player
2011 All-Star Game Most Valuable Player
