Season,Team,Lg,Salary
2014-15,Philadelphia 76ers,NBA,"$59,686"
2014-15,Portland Trail Blazers,NBA,"$50,734"
2015-16,Portland Trail Blazers,NBA,"$845,059"
2015-16,New Orleans Pelicans,NBA,"$144,157"
