Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,45,1,245,33,99,.333,15,39,.385,18,60,.300,.409,5,8,.625,3,22,25,5,4,0,10,21,86
2 seasons,,ATL,NBA,,24,0,107,16,37,.432,7,15,.467,9,22,.409,.527,0,0,,2,7,9,0,3,0,6,8,39
1 season,,ORL,NBA,,12,0,93,14,49,.286,6,17,.353,8,32,.250,.347,3,6,.500,1,13,14,3,0,0,3,6,37
1 season,,SAS,NBA,,5,1,29,3,7,.429,2,5,.400,1,2,.500,.571,2,2,1.000,0,1,1,1,1,0,0,5,10
1 season,,MEM,NBA,,3,0,15,0,6,.000,0,2,.000,0,4,.000,.000,0,0,,0,1,1,1,0,0,1,2,0
1 season,,POR,NBA,,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
