Player,Sim,1,2,3,4,5
James Anderson,,1.9,0.9,0.5,0.3,-0.3
Felipe Lopez,77.8,1.9,0.5,0.4,0.3,
Mo Layton,74.0,1.9,1.1,1.0,0.3,0.1
Steve Alford,73.0,1.4,0.9,0.6,0.3,
Lloyd Daniels,72.6,1.8,1.1,0.2,0.1,0.0
Sidney Lowe,72.1,1.7,1.5,0.5,0.3,
Robert Hawkins,72.1,1.9,0.6,0.3,0.1,
Chink Crossin,71.7,2.1,1.2,0.5,,
Mike Flynn,71.1,1.7,0.8,0.3,,
Donnie Butcher,71.0,1.9,1.2,1.1,0.5,-0.3
Kevin O'Shea,69.2,2.1,1.2,0.5,,
