Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,247,4320,,57%,41%,2%,,-4.9,-1.3,73,83,60,168,1,28,5,686,83,17,76
3 seasons,,SAS,NBA,,87,983,,34%,62%,4%,,+4.9,-2.7,14,22,14,40,0,9,0,151,34,4,21
1 season,,PHI,NBA,,80,2309,1%,74%,24%,1%,,-11.2,-1.3,47,30,29,97,1,16,4,353,43,10,39
1 season,,SAC,NBA,,51,721,,32%,64%,3%,,-4.8,-2.5,7,23,12,35,0,4,1,98,10,2,11
1 season,,HOU,NBA,,29,307,,62%,38%,1%,,+10.4,+7.4,5,8,5,9,0,2,0,84,8,1,5
