Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,22,SAS,NBA,SG,8,31,.444,15.0,.556,.333,.000,.000,.222,.444,.400,.667,,,.000,.500,.500,.111,1,1.000,.500,.000,0,0
2012-13,23,HOU,NBA,SG,2,18,.200,15.2,.400,.400,.000,.000,.000,.600,.500,.500,,,,.000,.000,.200,1,,.333,.000,0,0
