Player,Sim,1,2,3,4,5,6,7,8,9
Donatas Motiejunas,,4.7,1.4,0.7,0.3,,,,,
Andy Johnson,85.7,4.6,1.8,1.3,0.3,,,,,
Harthorne Wingo,81.4,3.9,1.4,0.9,0.0,,,,,
Tommy Byrnes,80.8,4.0,1.7,0.9,0.3,-0.2,,,,
Tony Jaros,75.2,4.4,2.2,1.3,0.6,,,,,
Dick Mehen,74.8,5.6,1.9,0.6,,,,,,
Reggie Williams,71.7,3.7,1.7,0.3,0.3,0.2,0.0,,,
Wah Wah Jones,70.7,5.9,2.1,0.8,,,,,,
Irv Torgoff,70.5,5.4,1.0,0.1,,,,,,
Don MacLean,70.3,5.6,1.5,1.1,0.5,0.4,0.2,0.2,0.0,-0.2
Larry Stewart,69.3,4.7,2.9,1.6,0.5,0.1,,,,
