Player,Sim,1,2,3,4
Derrick Brown,,2.3,1.3,1.0,
Cliff Pondexter,93.6,2.2,1.5,1.0,
Marty Byrnes,91.6,2.3,1.0,0.9,0.0
Grady Lewis,87.5,2.4,1.1,0.8,
Walter Herrmann,82.9,2.4,1.0,0.7,
Al Eberhard,82.4,2.6,1.8,0.9,0.0
Carey Scurry,81.1,2.6,1.8,0.9,
Keith Lee,80.2,1.9,1.1,0.8,
Jim Bradley,80.1,2.3,1.3,0.1,
Sam Young,79.9,2.9,1.2,0.9,0.2
Sam Pellom,78.1,2.2,1.8,0.7,0.0
