Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1994-95,23,MIN,NBA,PG,34,9,803,6.2,15.2,.408,0.5,2.5,.184,5.8,12.8,.451,3.7,4.3,.877,0.9,3.3,4.2,8.7,2.2,0.0,4.1,5.8,16.6,,97,114
1995-96,24,TOT,NBA,PG,59,16,1149,6.6,16.3,.406,0.9,3.1,.290,5.7,13.2,.433,4.6,5.4,.842,0.7,3.0,3.7,9.8,2.4,0.1,4.8,5.5,18.7,,98,111
1995-96,24,VAN,NBA,PG,24,0,402,7.7,17.2,.450,0.7,2.9,.227,7.1,14.3,.495,5.0,6.0,.826,1.7,3.3,5.0,8.0,3.5,0.1,4.9,6.2,21.1,,100,108
1995-96,24,MIN,NBA,PG,35,16,747,6.0,15.9,.381,1.0,3.2,.319,5.0,12.6,.397,4.3,5.1,.851,0.2,2.8,3.0,10.7,1.8,0.1,4.8,5.2,17.5,,96,113
1996-97,25,LAC,NBA,PG,82,64,1820,8.4,20.7,.407,2.6,6.8,.389,5.8,14.0,.415,6.3,7.2,.872,0.8,2.5,3.3,9.8,1.6,0.1,3.7,4.8,25.8,,113,112
1997-98,26,LAC,NBA,PG,82,63,2299,6.2,16.5,.377,2.4,6.6,.365,3.8,9.9,.384,4.2,4.9,.848,0.4,3.3,3.7,7.5,1.9,0.2,3.5,4.5,19.0,,104,114
1998-99,27,LAC,NBA,PG,37,25,941,5.8,15.8,.367,1.8,6.0,.292,4.0,9.8,.413,3.5,4.3,.803,0.3,2.5,2.7,8.2,2.5,0.2,3.8,4.7,16.9,,97,112
1999-00,28,SAC,NBA,PG,71,1,893,7.2,18.9,.380,2.1,6.7,.306,5.1,12.2,.420,5.3,6.4,.824,0.4,2.0,2.4,6.6,1.5,0.1,3.4,4.8,21.8,,101,107
2000-01,29,SAC,NBA,PG,31,0,176,8.4,22.0,.382,4.0,7.8,.519,4.3,14.2,.306,9.0,10.1,.886,0.6,4.0,4.6,4.0,2.0,0.0,2.9,7.8,29.8,,113,103
2001-02,30,DAL,NBA,PG,3,0,22,0.0,23.5,.000,0.0,4.7,.000,0.0,18.8,.000,2.4,4.7,.500,0.0,2.4,2.4,7.1,4.7,0.0,2.4,9.4,2.4,,26,105
2003-04,32,MIN,NBA,PG,16,0,172,6.3,21.0,.299,1.9,8.2,.231,4.4,12.9,.341,2.8,2.8,1.000,0.6,1.6,2.2,7.2,0.6,0.3,2.2,7.2,17.3,,89,107
2004-05,33,LAC,NBA,PG,11,0,190,4.5,14.2,.320,1.4,5.1,.278,3.1,9.1,.344,1.4,2.3,.625,0.9,2.0,2.8,7.9,1.7,0.0,1.7,5.4,11.9,,96,111
2005-06,34,TOR,NBA,PG,40,0,339,5.3,15.1,.351,2.5,6.2,.400,2.8,8.9,.316,2.8,3.7,.750,0.3,2.8,3.1,8.9,2.6,0.0,2.3,6.5,15.9,,105,113
2006-07,35,TOR,NBA,PG,31,0,220,7.8,22.2,.351,3.1,8.7,.351,4.7,13.4,.351,3.5,4.9,.714,0.5,2.4,2.8,10.1,0.7,0.0,2.8,5.2,22.2,,99,111
2007-08,36,TOR,NBA,PG,17,0,141,3.8,16.2,.233,0.8,6.0,.125,3.0,10.2,.296,1.9,2.3,.833,1.1,1.5,2.6,7.9,2.3,0.0,0.4,4.5,10.2,,87,110
