Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,23,NJN,NBA,PG,60,0,9.0,1.1,2.9,.368,0.2,0.8,.234,0.9,2.1,.417,.399,0.7,0.9,.830,0.2,0.6,0.7,2.1,0.6,0.1,0.9,0.8,3.1
1994-95,24,BOS,NBA,PG,51,36,27.1,2.5,6.1,.409,1.0,2.3,.429,1.5,3.8,.397,.490,1.4,1.8,.755,0.6,1.7,2.3,5.2,1.6,0.2,1.7,2.8,7.4
1995-96,25,BOS,NBA,PG,82,53,25.7,4.1,9.0,.459,1.4,3.3,.426,2.7,5.7,.478,.538,2.6,3.5,.753,0.8,2.4,3.2,4.8,1.2,0.1,1.9,2.5,12.3
1996-97,26,BOS,NBA,PG,74,73,40.4,6.2,13.2,.468,1.4,3.9,.360,4.8,9.3,.513,.521,3.0,3.9,.781,0.9,2.7,3.6,7.3,2.2,0.2,2.9,3.0,16.8
1997-98,27,CHH,NBA,PG,81,81,35.1,4.7,10.7,.443,0.7,2.1,.347,4.0,8.6,.467,.477,2.8,3.6,.795,0.6,2.0,2.6,6.5,1.7,0.4,2.8,2.8,13.0
1998-99,28,CHH,NBA,PG,50,50,37.0,4.9,10.9,.446,1.2,3.4,.359,3.6,7.5,.485,.502,3.2,3.8,.832,0.5,2.8,3.2,6.4,2.0,0.2,2.8,2.6,14.1
1999-00,29,CHH,NBA,PG,82,82,33.7,5.0,11.6,.426,1.1,3.0,.355,3.9,8.6,.451,.472,2.6,3.4,.778,0.5,2.3,2.7,5.6,1.3,0.1,1.9,2.3,13.6
2000-01,30,CHH,NBA,SG,82,82,37.9,6.4,15.1,.422,1.2,3.1,.376,5.2,12.0,.434,.461,3.3,4.1,.799,0.8,2.0,2.7,4.4,1.6,0.2,2.1,2.7,17.2
2001-02,31,CHH,NBA,SG,67,63,37.1,5.4,13.6,.400,1.3,3.8,.332,4.2,9.8,.427,.447,2.1,2.8,.734,0.7,1.5,2.1,3.5,1.1,0.2,1.8,2.2,14.2
2002-03,32,NOH,NBA,SG,73,73,37.1,6.2,14.2,.433,1.8,4.3,.424,4.3,9.9,.437,.498,2.5,3.2,.781,0.5,1.9,2.4,3.4,1.5,0.1,1.8,2.4,16.7
2003-04,33,NOH,NBA,SG,61,60,32.8,5.1,13.1,.389,1.5,4.7,.323,3.6,8.4,.425,.446,2.2,3.0,.753,0.5,1.7,2.2,2.9,1.2,0.2,1.6,2.4,14.0
2004-05,34,TOT,NBA,SG,80,79,34.7,4.2,10.5,.398,1.5,3.9,.375,2.7,6.6,.411,.468,2.0,2.4,.857,0.5,2.4,2.9,3.3,1.2,0.1,1.4,2.7,11.9
2004-05,34,NOH,NBA,SG,26,26,35.9,5.1,13.2,.389,1.1,3.1,.350,4.0,10.1,.401,.430,2.6,2.9,.882,0.5,2.8,3.3,4.2,1.3,0.0,2.1,2.5,13.9
2004-05,34,HOU,NBA,SG,54,53,34.1,3.7,9.2,.404,1.7,4.4,.383,2.1,4.9,.422,.494,1.8,2.1,.841,0.5,2.2,2.6,2.9,1.1,0.1,1.1,2.8,10.9
2005-06,35,HOU,NBA,SG,71,59,33.4,3.2,7.9,.403,1.4,3.8,.365,1.8,4.1,.438,.491,2.1,2.6,.807,0.3,2.2,2.5,2.9,0.8,0.1,1.7,3.0,9.9
2006-07,36,CLE,NBA,SG,35,5,10.1,0.6,2.1,.293,0.3,1.1,.237,0.4,1.1,.351,.353,0.6,0.8,.714,0.1,0.9,1.0,1.1,0.3,0.1,0.5,0.9,2.1
