Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,19,DEN,NBA,SF,82,2995,,4%,88%,8%,,+0.8,-0.8,66,68,113,67,,51,,490,213,41,142
2004-05,20,DEN,NBA,SF,75,2608,,3%,86%,11%,,+2.7,+1.8,65,60,99,85,,58,,402,203,42,133
2005-06,21,DEN,NBA,SF,80,2941,,,86%,14%,,+0.4,+0.6,61,59,98,95,,47,,475,285,68,127
2006-07,22,DEN,NBA,SF,65,2486,,15%,81%,5%,,+2.0,+0.3,71,63,100,58,,53,,544,209,54,108
2007-08,23,DEN,NBA,SF,77,2806,,15%,83%,3%,,+2.6,-3.3,68,63,122,77,,55,,567,224,44,101
2008-09,24,DEN,NBA,SF,66,2277,,2%,95%,3%,,+6.8,+7.5,70,59,70,67,,39,,480,196,50,107
2009-10,25,DEN,NBA,SF,69,2634,,,83%,17%,,+5.3,+3.4,60,61,88,83,,49,,504,256,62,120
2010-11,26,TOT,NBA,SF,77,2751,,1%,81%,19%,,+3.5,+0.6,68,52,86,0,,0,,517,0,70,115
2010-11,26,DEN,NBA,SF,50,1774,,,77%,23%,,+4.4,-1.2,46,37,59,52,,32,,334,185,39,87
2010-11,26,NYK,NBA,SF,27,977,,1%,87%,11%,,+1.7,+0.8,22,15,27,33,,18,,183,85,31,28
2011-12,27,NYK,NBA,SF,55,1876,,1%,73%,26%,,+2.5,-2.0,58,37,49,65,,29,,463,149,32,79
2012-13,28,NYK,NBA,PF,67,2482,,,25%,72%,3%,+5.7,+3.4,55,59,61,79,,35,2,442,208,46,104
2013-14,29,NYK,NBA,PF,77,2982,,,38%,62%,1%,+1.2,+9.0,72,52,74,90,3,40,2,588,203,41,71
2014-15,30,NYK,NBA,SF,40,1428,,,79%,21%,,-4.3,+9.3,36,20,33,26,0,19,0,284,95,23,36
2015-16,31,NYK,NBA,SF,72,2530,,,70%,30%,,-0.9,+5.4,68,53,55,73,2,30,1,704,154,25,76
2016-17,32,NYK,NBA,SF,50,1683,,,69%,31%,,-4.1,-4.0,9,62,25,61,1,15,3,342,106,16,30
